,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,TARGET
6604,26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
6605,19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
6606,19.0,3.0,1.0,2.0,47.0,230.62,0.12,8.02,28.72,1851.77,0.08,102.88,13.0,17.0,26.0,21.0,5.0,False
6607,27.0,2.0,1.0,1.0,77.0,370.17,0.09,10.56,35.07,3907.31,0.12,217.07,10.0,18.0,39.0,38.0,3.0,False
6608,30.0,1.0,1.0,1.0,90.0,395.31,0.07,15.0,26.35,5929.63,0.13,329.42,9.0,12.0,50.0,40.0,1.0,False
6609,24.0,1.0,1.0,1.0,83.0,358.72,0.07,15.14,23.7,5429.72,0.12,301.65,9.0,11.0,46.0,37.0,1.0,False
6610,5.0,1.0,1.0,1.0,18.0,64.53,0.5,2.0,32.25,129.06,0.02,7.17,4.0,8.0,10.0,8.0,1.0,False
6611,7.0,1.0,1.0,1.0,23.0,89.86,0.4,2.5,35.94,224.65,0.03,12.48,5.0,10.0,13.0,10.0,1.0,False
6612,6.0,1.0,1.0,1.0,20.0,78.14,0.29,3.5,22.33,273.48,0.03,15.19,7.0,8.0,12.0,8.0,1.0,False
6613,26.0,2.0,1.0,1.0,67.0,303.08,0.08,12.31,24.63,3730.2,0.1,207.23,10.0,13.0,35.0,32.0,3.0,False
6614,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6615,20.0,5.0,4.0,3.0,72.0,360.0,0.09,11.29,31.89,4064.21,0.12,225.79,13.0,19.0,39.0,33.0,9.0,False
6616,6.0,1.0,1.0,1.0,21.0,79.95,0.5,2.0,39.98,159.91,0.03,8.88,4.0,10.0,11.0,10.0,1.0,False
6617,10.0,1.0,1.0,1.0,20.0,74.01,0.36,2.81,26.31,208.15,0.02,11.56,5.0,8.0,11.0,9.0,1.0,False
6618,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,3.0,5.0,3.0,1.0,False
6619,18.0,7.0,1.0,7.0,92.0,479.27,0.1,10.32,46.44,4946.06,0.16,274.78,12.0,25.0,49.0,43.0,13.0,False
6620,4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,False
6621,6.0,1.0,1.0,1.0,21.0,79.95,0.36,2.78,28.78,222.1,0.03,12.34,5.0,9.0,11.0,10.0,1.0,False
6622,5.0,1.0,1.0,1.0,15.0,49.83,0.33,3.0,16.61,149.49,0.02,8.3,5.0,5.0,9.0,6.0,1.0,False
6623,7.0,2.0,1.0,2.0,25.0,104.25,0.29,3.5,29.79,364.87,0.03,20.27,7.0,11.0,14.0,11.0,3.0,False
6624,5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6625,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6626,5.0,1.0,1.0,1.0,7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,4.0,2.0,5.0,2.0,1.0,False
6627,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6628,7.0,2.0,1.0,2.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,7.0,10.0,14.0,11.0,3.0,False
6629,7.0,2.0,1.0,2.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,7.0,10.0,14.0,11.0,3.0,False
6630,60.0,14.0,9.0,6.0,223.0,1271.2,0.03,39.43,32.24,50121.52,0.42,2784.53,24.0,28.0,131.0,92.0,27.0,False
6631,37.0,4.0,1.0,4.0,134.0,740.16,0.06,17.04,43.45,12609.11,0.25,700.51,18.0,28.0,81.0,53.0,6.0,False
6632,12.0,2.0,1.0,2.0,43.0,185.84,0.23,4.29,43.36,796.47,0.06,44.25,6.0,14.0,23.0,20.0,3.0,False
6633,8.0,2.0,1.0,2.0,23.0,92.0,0.26,3.89,23.66,357.78,0.03,19.88,7.0,9.0,13.0,10.0,3.0,False
6634,12.0,2.0,1.0,2.0,44.0,196.21,0.2,4.9,40.04,961.45,0.07,53.41,7.0,15.0,23.0,21.0,3.0,False
6635,6.0,1.0,1.0,1.0,16.0,55.35,0.5,2.0,27.68,110.7,0.02,6.15,4.0,7.0,9.0,7.0,1.0,False
6636,11.0,3.0,3.0,2.0,49.0,235.56,0.1,9.81,24.02,2310.3,0.08,128.35,15.0,13.0,32.0,17.0,5.0,False
6637,8.0,3.0,3.0,2.0,18.0,70.32,0.25,4.0,17.58,281.3,0.02,15.63,8.0,7.0,11.0,7.0,5.0,False
6638,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6639,5.0,1.0,1.0,1.0,11.0,36.54,0.4,2.5,14.62,91.35,0.01,5.08,5.0,5.0,6.0,5.0,1.0,False
6640,7.0,2.0,1.0,2.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,7.0,10.0,14.0,11.0,3.0,False
6641,16.0,3.0,3.0,3.0,38.0,164.23,0.11,9.17,17.92,1505.47,0.05,83.64,11.0,9.0,23.0,15.0,5.0,False
6642,9.0,2.0,1.0,2.0,32.0,142.7,0.21,4.85,29.45,691.55,0.05,38.42,9.0,13.0,18.0,14.0,3.0,False
6643,18.0,3.0,3.0,2.0,41.0,182.84,0.08,13.0,14.06,2376.88,0.06,132.05,13.0,9.0,23.0,18.0,5.0,False
6644,10.0,2.0,1.0,2.0,33.0,151.3,0.17,5.92,25.54,896.18,0.05,49.79,11.0,13.0,19.0,14.0,3.0,False
6645,8.0,2.0,1.0,2.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,7.0,10.0,14.0,11.0,3.0,False
6646,9.0,2.0,1.0,2.0,32.0,142.7,0.21,4.85,29.45,691.55,0.05,38.42,9.0,13.0,18.0,14.0,3.0,False
6647,8.0,2.0,1.0,1.0,21.0,87.57,0.2,5.0,17.51,437.84,0.03,24.32,10.0,8.0,13.0,8.0,3.0,False
6648,9.0,3.0,3.0,3.0,38.0,169.46,0.18,5.54,30.6,938.54,0.06,52.14,9.0,13.0,22.0,16.0,5.0,False
6649,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6650,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6651,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6652,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6653,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6654,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6655,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6656,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6657,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6658,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6659,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6660,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6661,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6662,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6663,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6664,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6665,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6666,15.0,2.0,1.0,2.0,42.0,181.52,0.12,8.5,21.36,1542.93,0.06,85.72,10.0,10.0,25.0,17.0,3.0,False
6667,37.0,4.0,1.0,4.0,78.0,393.46,0.08,12.92,30.46,5082.23,0.13,282.35,15.0,18.0,47.0,31.0,7.0,False
6668,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
6669,8.0,1.0,1.0,1.0,23.0,89.86,0.4,2.5,35.94,224.65,0.03,12.48,5.0,10.0,13.0,10.0,1.0,False
6670,6.0,1.0,1.0,1.0,22.0,83.76,0.5,2.0,41.88,167.52,0.03,9.31,4.0,10.0,12.0,10.0,1.0,False
6671,34.0,6.0,6.0,5.0,103.0,548.16,0.06,16.77,32.68,9194.11,0.18,510.78,18.0,22.0,62.0,41.0,11.0,False
6672,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6673,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6674,6.0,1.0,1.0,1.0,21.0,79.95,0.36,2.78,28.78,222.1,0.03,12.34,5.0,9.0,11.0,10.0,1.0,False
6675,5.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3.0,3.0,5.0,4.0,1.0,False
6676,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
6677,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6678,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
6679,7.0,1.0,1.0,1.0,9.0,25.27,0.5,2.0,12.63,50.53,0.01,2.81,4.0,3.0,6.0,3.0,1.0,False
6680,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,3.0,5.0,3.0,1.0,False
6681,5.0,1.0,1.0,1.0,9.0,25.27,0.5,2.0,12.63,50.53,0.01,2.81,4.0,3.0,6.0,3.0,1.0,False
6682,10.0,3.0,1.0,2.0,26.0,101.58,0.07,13.75,7.39,1396.71,0.03,77.6,11.0,4.0,16.0,10.0,5.0,False
6683,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
6684,21.0,4.0,1.0,4.0,25.0,89.62,0.4,2.5,35.85,224.06,0.03,12.45,4.0,8.0,15.0,10.0,7.0,False
6685,89.0,14.0,4.0,12.0,241.0,1386.93,0.02,53.31,26.02,73933.93,0.46,4107.43,28.0,26.0,142.0,99.0,25.0,False
6686,35.0,9.0,1.0,2.0,77.0,377.83,0.07,15.0,25.19,5667.46,0.13,314.86,15.0,15.0,47.0,30.0,14.0,False
6687,59.0,9.0,1.0,2.0,85.0,417.09,0.07,15.0,27.81,6256.29,0.14,347.57,15.0,15.0,55.0,30.0,14.0,False
6688,21.0,3.0,1.0,3.0,42.0,187.3,0.13,8.0,23.41,1498.37,0.06,83.24,11.0,11.0,26.0,16.0,5.0,False
6689,16.0,2.0,1.0,2.0,46.0,205.13,0.13,7.92,25.91,1623.98,0.07,90.22,10.0,12.0,27.0,19.0,3.0,False
6690,15.0,2.0,1.0,2.0,35.0,151.27,0.19,5.33,28.36,806.76,0.05,44.82,8.0,12.0,19.0,16.0,3.0,False
6691,15.0,2.0,1.0,2.0,35.0,151.27,0.19,5.33,28.36,806.76,0.05,44.82,8.0,12.0,19.0,16.0,3.0,False
6692,10.0,2.0,1.0,2.0,35.0,162.53,0.15,6.46,25.15,1050.23,0.05,58.35,12.0,13.0,21.0,14.0,3.0,False
6693,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6694,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
6695,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6696,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6697,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6698,18.0,3.0,3.0,2.0,34.0,144.43,0.08,12.0,12.04,1733.15,0.05,96.29,12.0,7.0,20.0,14.0,5.0,False
6699,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6700,17.0,2.0,1.0,2.0,41.0,185.47,0.16,6.11,30.37,1132.67,0.06,62.93,9.0,14.0,22.0,19.0,3.0,False
6701,15.0,2.0,1.0,2.0,35.0,153.73,0.2,4.92,31.23,756.83,0.05,42.05,8.0,13.0,19.0,16.0,3.0,False
6702,15.0,2.0,1.0,2.0,35.0,153.73,0.2,4.92,31.23,756.83,0.05,42.05,8.0,13.0,19.0,16.0,3.0,False
6703,26.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
6704,26.0,4.0,4.0,3.0,72.0,372.23,0.07,13.42,27.74,4995.78,0.12,277.54,17.0,19.0,42.0,30.0,7.0,False
6705,26.0,4.0,4.0,3.0,71.0,372.6,0.09,10.91,34.16,4064.76,0.12,225.82,16.0,22.0,41.0,30.0,7.0,False
6706,18.0,2.0,1.0,2.0,43.0,197.15,0.18,5.7,34.59,1123.77,0.07,62.43,9.0,15.0,24.0,19.0,3.0,False
6707,46.0,7.0,3.0,5.0,127.0,651.42,0.05,21.47,30.34,13988.36,0.22,777.13,16.0,19.0,76.0,51.0,13.0,False
6708,45.0,4.0,1.0,3.0,119.0,628.96,0.05,21.86,28.78,13747.33,0.21,763.74,18.0,21.0,68.0,51.0,7.0,False
6709,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
6710,18.0,2.0,1.0,2.0,41.0,182.84,0.13,7.5,24.38,1371.28,0.06,76.18,10.0,12.0,23.0,18.0,3.0,False
6711,12.0,2.0,1.0,2.0,23.0,97.7,0.2,5.0,19.54,488.51,0.03,27.14,10.0,9.0,14.0,9.0,3.0,False
6712,23.0,4.0,3.0,2.0,60.0,278.63,0.08,11.92,23.38,3320.36,0.09,184.46,13.0,12.0,38.0,22.0,7.0,False
6713,16.0,3.0,3.0,2.0,45.0,211.52,0.12,8.5,24.88,1797.92,0.07,99.88,13.0,13.0,28.0,17.0,5.0,False
6714,15.0,3.0,3.0,2.0,40.0,183.4,0.13,7.5,24.45,1375.49,0.06,76.42,12.0,12.0,25.0,15.0,5.0,False
6715,29.0,6.0,6.0,3.0,115.0,580.11,0.06,16.58,34.99,9617.54,0.19,534.31,14.0,19.0,70.0,45.0,11.0,False
6716,5.0,1.0,1.0,1.0,11.0,38.05,0.29,3.5,10.87,133.19,0.01,7.4,7.0,4.0,7.0,4.0,1.0,False
6717,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,3.0,5.0,3.0,1.0,False
6718,18.0,3.0,3.0,2.0,36.0,152.93,0.08,12.0,12.74,1835.1,0.05,101.95,12.0,7.0,22.0,14.0,5.0,False
6719,4.0,1.0,1.0,1.0,11.0,34.87,0.33,3.0,11.62,104.61,0.01,5.81,6.0,3.0,8.0,3.0,1.0,False
6720,9.0,2.0,1.0,1.0,18.0,64.53,0.16,6.3,10.24,406.53,0.02,22.59,7.0,5.0,9.0,9.0,3.0,False
6721,70.0,10.0,1.0,4.0,244.0,1185.35,0.01,68.0,17.43,80603.62,0.4,4477.98,17.0,12.0,148.0,96.0,19.0,False
6722,48.0,8.0,6.0,6.0,266.0,1713.82,0.07,14.45,118.6,24764.74,0.57,1375.82,17.0,70.0,147.0,119.0,15.0,False
6723,534.0,44.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,False
6724,14.0,2.0,1.0,2.0,19.0,70.31,0.21,4.67,15.07,328.11,0.02,18.23,7.0,6.0,11.0,8.0,3.0,False
6725,40.0,6.0,1.0,1.0,52.0,235.23,0.13,7.79,30.19,1832.8,0.08,101.82,11.0,12.0,35.0,17.0,7.0,False
6726,7.0,1.0,1.0,1.0,22.0,81.41,0.15,6.75,12.06,549.52,0.03,30.53,9.0,4.0,16.0,6.0,1.0,False
6727,47.0,6.0,4.0,2.0,120.0,610.5,0.04,26.6,22.95,16239.18,0.2,902.18,19.0,15.0,78.0,42.0,11.0,False
6728,19.0,4.0,1.0,3.0,55.0,248.8,0.08,12.38,20.1,3078.85,0.08,171.05,11.0,12.0,28.0,27.0,7.0,False
6729,9.0,3.0,1.0,1.0,25.0,89.62,0.14,7.0,12.8,627.37,0.03,34.85,6.0,6.0,11.0,14.0,5.0,False
6730,81.0,8.0,6.0,4.0,143.0,750.45,0.04,28.33,26.49,21262.85,0.25,1181.27,20.0,18.0,92.0,51.0,15.0,False
6731,31.0,4.0,4.0,2.0,104.0,524.62,0.05,19.8,26.5,10387.42,0.17,577.08,18.0,15.0,71.0,33.0,7.0,False
6732,57.0,8.0,6.0,3.0,129.0,681.82,0.04,28.47,23.95,19411.73,0.23,1078.43,22.0,17.0,85.0,44.0,15.0,False
6733,45.0,14.0,11.0,3.0,126.0,612.11,0.03,30.15,20.3,18457.34,0.2,1025.41,16.0,13.0,77.0,49.0,27.0,False
6734,17.0,2.0,1.0,1.0,38.0,136.23,0.08,12.0,11.35,1634.74,0.05,90.82,8.0,4.0,26.0,12.0,3.0,False
6735,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6736,25.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
6737,44.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
6738,51.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,False
6739,28.0,6.0,5.0,2.0,63.0,306.05,0.07,14.77,20.72,4520.16,0.1,251.12,16.0,13.0,39.0,24.0,11.0,False
6740,27.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
6741,29.0,6.0,6.0,1.0,71.0,344.92,0.05,19.13,18.03,6596.53,0.11,366.47,17.0,12.0,44.0,27.0,11.0,False
6742,25.0,5.0,5.0,1.0,62.0,298.06,0.06,17.0,17.53,5066.95,0.1,281.5,17.0,11.0,40.0,22.0,9.0,False
6743,84.0,15.0,10.0,5.0,227.0,1260.89,0.03,30.88,40.84,38930.03,0.42,2162.78,19.0,28.0,136.0,91.0,29.0,False
6744,34.0,5.0,1.0,5.0,62.0,267.96,0.11,9.0,29.77,2411.64,0.09,133.98,8.0,12.0,35.0,27.0,9.0,False
6745,4.0,2.0,1.0,1.0,11.0,34.87,0.19,5.25,6.64,183.06,0.01,10.17,7.0,2.0,8.0,3.0,3.0,False
6746,11.0,2.0,1.0,1.0,20.0,71.7,0.17,6.0,11.95,430.2,0.02,23.9,8.0,4.0,14.0,6.0,3.0,False
6747,22.0,6.0,5.0,6.0,60.0,271.41,0.08,12.0,22.62,3256.96,0.09,180.94,12.0,11.0,38.0,22.0,11.0,False
6748,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
6749,61.0,1.0,1.0,1.0,255.0,1153.51,0.01,79.69,14.48,91920.19,0.38,5106.68,15.0,8.0,170.0,85.0,1.0,False
6750,143.0,15.0,1.0,14.0,463.0,2626.33,0.02,53.2,49.37,139720.91,0.88,7762.27,21.0,30.0,311.0,152.0,29.0,False
6751,30.0,2.0,1.0,2.0,96.0,484.26,0.05,22.2,21.81,10750.61,0.16,597.26,18.0,15.0,59.0,37.0,3.0,False
6752,11.0,1.0,1.0,1.0,23.0,89.86,0.13,8.0,11.23,718.87,0.03,39.94,10.0,5.0,15.0,8.0,1.0,False
6753,10.0,1.0,1.0,1.0,34.0,136.0,0.09,10.83,12.55,1473.33,0.05,81.85,10.0,6.0,21.0,13.0,1.0,False
6754,21.0,2.0,1.0,2.0,57.0,242.13,0.07,15.0,16.14,3631.98,0.08,201.78,10.0,9.0,30.0,27.0,3.0,False
6755,51.0,2.0,1.0,1.0,164.0,872.8,0.05,19.5,44.76,17019.53,0.29,945.53,15.0,25.0,99.0,65.0,3.0,False
6756,16.0,1.0,1.0,1.0,63.0,257.51,0.1,10.5,24.52,2703.86,0.09,150.21,7.0,10.0,33.0,30.0,1.0,False
6757,42.0,2.0,1.0,2.0,171.0,739.05,0.02,65.33,11.31,48284.58,0.25,2682.48,14.0,6.0,115.0,56.0,3.0,False
6758,52.0,2.0,1.0,2.0,227.0,981.08,0.01,86.33,11.36,84699.71,0.33,4705.54,14.0,6.0,153.0,74.0,3.0,False
6759,42.0,2.0,1.0,2.0,171.0,739.05,0.02,65.33,11.31,48284.58,0.25,2682.48,14.0,6.0,115.0,56.0,3.0,False
6760,47.0,2.0,1.0,2.0,199.0,860.06,0.01,75.83,11.34,65221.5,0.29,3623.42,14.0,6.0,134.0,65.0,3.0,False
6761,52.0,2.0,1.0,2.0,227.0,981.08,0.01,86.33,11.36,84699.71,0.33,4705.54,14.0,6.0,153.0,74.0,3.0,False
6762,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6763,21.0,4.0,1.0,4.0,63.0,306.05,0.11,9.18,33.35,2808.48,0.1,156.03,12.0,17.0,37.0,26.0,7.0,False
6764,18.0,2.0,1.0,2.0,88.0,431.81,0.06,15.75,27.42,6800.95,0.14,377.83,14.0,16.0,52.0,36.0,3.0,False
6765,13.0,2.0,1.0,2.0,72.0,346.13,0.07,14.5,23.87,5018.88,0.12,278.83,14.0,14.0,43.0,29.0,3.0,False
6766,27.0,2.0,1.0,2.0,31.0,124.0,0.15,6.5,19.08,806.0,0.04,44.78,8.0,8.0,18.0,13.0,3.0,False
6767,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,5.0,2.0,5.0,2.0,1.0,False
6768,4.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,6.0,3.0,6.0,3.0,1.0,False
6769,14.0,3.0,1.0,2.0,50.0,212.4,0.07,15.13,14.04,3212.5,0.07,178.47,11.0,8.0,28.0,22.0,5.0,False
6770,8.0,1.0,1.0,1.0,30.0,122.62,0.34,2.92,42.04,357.65,0.04,19.87,5.0,12.0,16.0,14.0,1.0,False
6771,105.0,6.0,1.0,6.0,556.0,3323.37,0.02,45.83,72.52,152296.93,1.11,8460.94,17.0,46.0,308.0,248.0,11.0,False
6772,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6773,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6774,5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,4.0,5.0,6.0,5.0,1.0,False
6775,13.0,2.0,1.0,1.0,23.0,87.57,0.18,5.5,15.92,481.63,0.03,26.76,7.0,7.0,12.0,11.0,3.0,False
6776,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6777,24.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
6778,44.0,7.0,1.0,7.0,111.0,549.92,0.09,11.55,47.61,6351.53,0.18,352.86,11.0,20.0,69.0,42.0,13.0,False
6779,88.0,12.0,10.0,12.0,244.0,1404.19,0.03,33.0,42.55,46338.35,0.47,2574.35,22.0,32.0,148.0,96.0,19.0,False
6780,41.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
6781,57.0,10.0,3.0,7.0,259.0,1497.37,0.03,36.75,40.74,55028.43,0.5,3057.13,21.0,34.0,140.0,119.0,19.0,False
6782,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
6783,21.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
6784,17.0,3.0,1.0,1.0,58.0,262.37,0.09,11.45,22.91,3005.29,0.09,166.96,12.0,11.0,37.0,21.0,5.0,False
6785,34.0,5.0,1.0,4.0,117.0,600.13,0.05,20.31,29.55,12185.89,0.2,676.99,17.0,18.0,74.0,43.0,9.0,False
6786,20.0,2.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,13.0,17.0,33.0,23.0,3.0,False
6787,40.0,6.0,5.0,1.0,69.0,338.58,0.06,16.0,21.16,5417.21,0.11,300.96,16.0,14.0,41.0,28.0,11.0,False
6788,26.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False
6789,95.0,11.0,6.0,8.0,317.0,1955.87,0.04,27.38,71.43,53556.22,0.65,2975.35,21.0,51.0,184.0,133.0,21.0,False
6790,16.0,2.0,1.0,2.0,37.0,159.91,0.15,6.55,24.43,1046.69,0.05,58.15,9.0,11.0,21.0,16.0,3.0,False
6791,32.0,4.0,1.0,4.0,99.0,523.25,0.07,14.61,35.82,7644.07,0.17,424.67,16.0,23.0,57.0,42.0,7.0,False
6792,15.0,1.0,1.0,1.0,44.0,199.04,0.14,6.92,28.75,1377.95,0.07,76.55,10.0,13.0,26.0,18.0,1.0,False
