,CYCLOMATIC_DENSITY,DECISION_DENSITY,DESIGN_DENSITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
447,0.11,0.0,1.0,0.0,13.68,9.63,1267.48,0.04,0.1,70.42,131.69,1.0,0.09,0.0,False
448,0.29,5.0,0.4,1.0,24.99,11.61,3366.63,0.1,0.09,187.04,290.05,1.0,0.21,58.62,True
449,0.08,2.0,0.67,0.0,85.25,13.0,14407.24,0.37,0.08,800.4,1108.25,0.33,0.06,14.29,False
450,0.05,0.0,1.0,0.0,93.63,13.54,17169.93,0.42,0.07,953.88,1267.93,1.0,0.05,0.0,False
451,0.69,2.89,0.33,0.71,37.58,34.62,45032.28,0.43,0.03,2501.79,1300.85,0.72,0.64,0.0,False
452,0.67,2.25,0.5,0.4,10.61,23.21,5718.84,0.08,0.04,317.71,246.35,0.5,0.5,0.0,False
453,0.67,2.0,0.5,1.0,10.28,10.0,1027.99,0.03,0.1,57.11,102.8,1.0,0.5,0.0,False
454,0.08,0.0,1.0,0.0,50.28,7.39,2745.03,0.12,0.14,152.5,371.51,1.0,0.06,0.0,False
455,0.2,0.0,1.0,0.0,11.56,6.4,473.66,0.02,0.16,26.31,74.01,1.0,0.1,28.57,False
456,0.38,2.0,0.17,0.0,19.33,16.82,5466.44,0.11,0.06,303.69,325.03,0.17,0.3,0.0,False
457,0.24,2.23,0.53,0.25,93.54,34.45,111016.34,1.07,0.03,6167.57,3222.42,0.29,0.13,30.85,True
458,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
459,0.56,2.14,0.22,1.0,10.13,32.58,10759.67,0.11,0.03,597.76,330.22,1.0,0.47,0.0,False
460,0.4,2.0,0.5,0.0,12.24,9.33,1066.06,0.04,0.11,59.23,114.22,0.5,0.22,0.0,False
461,0.15,0.0,0.5,0.0,18.86,5.5,570.49,0.03,0.18,31.69,103.73,0.5,0.14,0.0,False
462,0.33,2.0,1.0,0.0,22.64,5.73,742.59,0.04,0.17,41.25,129.66,0.33,0.3,11.11,False
463,0.1,2.0,0.5,0.0,54.15,14.62,11582.56,0.26,0.07,643.48,791.97,0.5,0.04,44.12,True
464,0.53,2.5,0.32,0.56,33.88,39.58,53092.15,0.45,0.03,2949.56,1341.28,0.58,0.48,0.0,False
465,0.29,2.0,0.4,0.0,12.24,29.56,10695.71,0.12,0.03,594.21,361.88,0.2,0.25,22.22,False
466,0.37,4.67,0.3,0.82,65.12,36.85,88450.77,0.8,0.03,4913.93,2400.1,0.83,0.18,49.54,True
467,0.1,0.0,1.0,0.0,16.72,30.0,15048.53,0.17,0.03,836.03,501.62,1.0,0.08,0.0,False
468,0.25,2.0,1.0,0.0,23.66,7.92,1482.76,0.06,0.13,82.38,187.3,0.5,0.12,0.0,False
469,0.17,2.0,1.0,0.0,24.49,6.0,881.67,0.05,0.17,48.98,146.95,0.5,0.05,58.62,False
470,0.21,2.0,0.45,0.6,58.55,21.92,28134.83,0.43,0.05,1563.05,1283.46,0.64,0.1,42.5,True
471,0.33,2.0,0.25,0.0,21.91,10.05,2210.79,0.07,0.1,122.82,220.08,0.25,0.29,0.0,False
472,0.3,2.0,0.67,0.0,12.06,16.88,3435.08,0.07,0.06,190.84,203.56,0.33,0.23,0.0,False
473,0.33,2.0,0.5,0.0,15.35,20.67,6557.23,0.11,0.05,364.29,317.29,0.25,0.31,0.0,False
474,0.29,2.0,1.0,0.0,15.02,5.71,490.5,0.03,0.18,27.25,85.84,0.5,0.1,62.5,False
475,0.15,2.0,1.0,0.0,29.33,4.5,594.0,0.04,0.22,33.0,132.0,0.5,0.08,25.0,False
476,0.14,0.0,1.0,0.0,12.99,6.13,487.35,0.03,0.16,27.07,79.57,1.0,0.13,0.0,False
477,0.77,2.5,0.5,0.56,19.75,20.46,8269.85,0.13,0.05,459.44,404.17,0.6,0.67,0.0,False
478,0.23,2.67,0.56,0.88,64.34,23.87,36663.65,0.51,0.04,2036.87,1536.0,0.89,0.13,31.58,False
479,0.15,2.0,1.0,0.0,44.01,5.85,1506.22,0.09,0.17,83.68,257.47,0.5,0.13,0.0,False
480,0.2,0.0,1.0,0.0,20.49,8.57,1505.68,0.06,0.12,83.65,175.66,1.0,0.13,0.0,False
481,0.1,2.0,0.67,0.0,33.66,44.54,66768.32,0.5,0.02,3709.35,1499.06,0.33,0.05,35.71,True
482,0.2,2.0,0.4,0.0,26.39,18.43,8961.02,0.16,0.05,497.83,486.26,0.2,0.13,4.0,False
483,0.19,2.0,0.04,0.0,1295.68,12.3,195940.93,5.31,0.08,10885.61,15933.51,0.04,0.16,18.18,False
484,0.18,2.2,0.43,0.33,39.49,24.85,24386.04,0.33,0.04,1354.78,981.33,0.43,0.07,55.81,False
485,0.23,2.27,0.2,0.5,95.22,32.39,99926.73,1.03,0.03,5551.48,3084.69,0.53,0.15,16.88,False
486,0.19,2.0,1.0,0.0,33.06,25.74,21902.71,0.28,0.04,1216.82,850.95,0.14,0.16,7.69,False
487,0.25,0.0,1.0,0.0,9.51,3.0,85.59,0.01,0.33,4.75,28.53,1.0,0.13,0.0,False
488,0.14,2.0,1.0,0.0,44.55,25.33,28593.41,0.38,0.04,1588.52,1128.69,0.17,0.05,48.65,True
489,0.2,0.0,1.0,0.0,13.84,3.0,124.54,0.01,0.33,6.92,41.51,1.0,0.17,0.0,False
490,1.0,0.0,1.0,0.0,5.8,2.0,23.22,0.0,0.5,1.29,11.61,1.0,1.0,0.0,False
491,0.14,2.0,1.0,0.0,50.97,10.6,5730.99,0.18,0.09,318.39,540.48,0.25,0.08,29.41,True
492,0.1,2.0,1.0,0.0,52.01,14.66,11171.75,0.25,0.07,620.65,762.25,0.5,0.06,13.04,True
493,0.14,0.0,1.0,0.0,20.09,3.5,246.13,0.02,0.29,13.67,70.32,1.0,0.13,0.0,False
494,0.28,2.4,0.82,0.2,37.31,23.86,21248.49,0.3,0.04,1180.47,890.41,0.27,0.17,33.33,False
495,0.5,2.0,0.5,0.0,12.44,9.0,1008.0,0.04,0.11,56.0,112.0,0.5,0.25,0.0,False
496,0.25,2.0,0.25,0.0,13.27,21.0,5851.26,0.09,0.05,325.07,278.63,0.25,0.22,0.0,False
497,0.19,2.52,0.36,0.22,362.37,83.27,2512696.67,10.06,0.01,139594.26,30174.79,0.23,0.17,4.86,False
498,0.4,4.0,0.25,0.0,23.78,10.15,2451.96,0.08,0.1,136.22,241.48,0.25,0.27,0.0,False
499,0.2,2.0,0.67,1.0,27.86,14.03,5479.69,0.13,0.07,304.43,390.71,1.0,0.1,38.1,True
500,0.03,2.0,0.17,0.0,355.66,18.58,122751.71,2.2,0.05,6819.54,6607.45,0.17,0.02,22.92,False
501,0.21,2.0,0.4,0.0,32.11,15.3,7522.74,0.16,0.07,417.93,491.54,0.2,0.08,48.48,False
502,0.67,2.25,0.33,0.8,10.31,18.2,3415.17,0.06,0.05,189.73,187.65,0.83,0.55,0.0,False
503,0.5,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.2,0.0,False
504,0.5,2.0,0.5,0.0,7.91,6.13,296.65,0.02,0.16,16.48,48.43,0.5,0.29,0.0,False
505,0.14,2.0,0.5,0.0,41.25,14.67,8873.33,0.2,0.07,492.96,605.0,0.5,0.09,0.0,True
506,0.33,2.0,0.5,0.0,10.58,7.2,548.26,0.03,0.14,30.46,76.15,0.5,0.25,0.0,False
507,0.35,2.17,0.38,0.0,24.73,28.0,19390.99,0.23,0.04,1077.28,692.54,0.13,0.15,50.0,False
508,0.4,2.5,0.25,0.0,6.98,22.1,3409.75,0.05,0.05,189.43,154.29,0.25,0.25,0.0,False
509,0.91,2.0,0.03,0.0,130.77,15.89,33012.61,0.69,0.06,1834.03,2077.71,0.03,0.83,93.94,False
510,0.13,2.0,1.0,0.0,52.14,12.54,8193.61,0.22,0.08,455.2,653.62,0.33,0.06,33.33,False
511,0.17,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.11,16.67,False
512,0.27,2.0,0.67,0.0,21.05,7.09,1058.51,0.05,0.14,58.81,149.28,0.33,0.21,0.0,False
513,0.25,2.0,1.0,0.0,18.53,9.0,1501.17,0.06,0.11,83.4,166.8,0.5,0.18,0.0,False
514,0.33,0.0,1.0,0.0,17.53,4.5,354.91,0.03,0.22,19.72,78.87,1.0,0.17,0.0,False
515,0.39,0.0,0.14,0.0,18.16,18.0,5884.2,0.11,0.06,326.9,326.9,0.14,0.3,33.33,True
516,0.19,0.0,0.13,0.0,26.83,44.36,52791.92,0.4,0.02,2932.88,1190.16,0.13,0.09,26.53,True
517,0.33,0.0,1.0,0.0,13.48,4.67,293.57,0.02,0.21,16.3,62.91,1.0,0.25,0.0,False
518,0.18,2.0,1.0,0.0,24.39,5.4,711.1,0.04,0.19,39.51,131.69,0.5,0.06,56.0,False
519,0.43,2.0,0.33,0.0,18.88,9.0,1529.25,0.06,0.11,84.96,169.92,0.33,0.33,0.0,False
520,0.35,2.0,0.5,0.0,13.79,21.0,6080.95,0.1,0.05,337.83,289.57,0.17,0.32,0.0,False
521,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
522,0.33,0.0,1.0,0.0,15.85,2.4,91.29,0.01,0.42,5.07,38.04,1.0,0.14,0.0,False
523,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
524,0.14,2.0,0.33,0.0,50.16,27.35,37530.39,0.46,0.04,2085.02,1371.98,0.33,0.07,55.56,False
525,0.33,2.25,0.33,1.0,22.75,20.0,9099.07,0.15,0.05,505.5,454.95,1.0,0.3,0.0,False
526,0.19,2.0,0.67,0.8,25.75,23.98,14801.55,0.21,0.04,822.31,617.34,0.83,0.08,48.08,False
527,0.4,2.13,0.75,0.73,111.38,61.95,427450.82,2.3,0.02,23747.27,6900.03,0.74,0.35,8.1,False
528,0.12,2.0,0.25,0.43,44.02,37.19,60876.7,0.55,0.03,3382.04,1637.08,0.5,0.06,39.05,False
529,0.19,2.56,0.49,0.62,144.78,33.72,164651.23,1.63,0.03,9147.29,4882.39,0.63,0.14,14.43,False
530,0.06,2.0,0.33,0.0,47.82,55.0,144649.1,0.88,0.02,8036.06,2629.98,0.33,0.04,18.33,False
531,0.3,3.0,0.33,0.0,18.38,11.23,2316.45,0.07,0.09,128.69,206.32,0.33,0.2,0.0,False
532,0.38,2.0,0.11,0.0,35.36,17.72,11106.15,0.21,0.06,617.01,626.68,0.11,0.31,0.0,True
533,0.4,2.0,0.5,0.0,6.5,6.0,234.0,0.01,0.17,13.0,39.0,0.5,0.25,0.0,False
534,0.03,0.0,1.0,0.0,105.95,8.65,7921.93,0.31,0.12,440.11,916.14,1.0,0.02,25.0,False
535,0.24,2.25,0.17,0.4,35.4,12.07,5158.69,0.14,0.08,286.59,427.35,0.5,0.18,22.22,False
536,0.5,0.0,1.0,0.0,12.95,4.0,207.22,0.02,0.25,11.51,51.81,1.0,0.2,0.0,False
537,0.83,3.0,0.2,1.0,18.02,6.29,712.17,0.04,0.16,39.57,113.3,1.0,0.71,0.0,False
538,0.33,0.0,1.0,0.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.2,33.33,False
539,0.56,2.33,0.4,0.75,13.09,18.67,4559.75,0.08,0.05,253.32,244.27,0.8,0.29,22.22,False
540,0.35,2.02,0.63,0.52,150.67,48.83,359267.3,2.45,0.02,19959.29,7357.35,0.52,0.26,7.73,False
541,0.5,2.0,0.5,0.0,11.39,3.5,139.52,0.01,0.29,7.75,39.86,0.5,0.4,0.0,False
542,0.17,2.0,0.75,0.0,34.63,21.2,15568.03,0.24,0.05,864.89,734.23,0.25,0.09,16.67,False
543,0.17,2.0,1.0,0.0,21.48,7.79,1304.11,0.06,0.13,72.45,167.37,0.5,0.1,16.67,False
544,0.46,2.25,0.17,0.8,8.39,32.79,9019.28,0.09,0.03,501.07,275.1,0.83,0.35,14.29,False
545,0.42,2.75,0.13,0.71,7.74,101.06,79044.51,0.26,0.01,4391.36,782.13,0.75,0.38,0.0,False
546,0.5,2.67,0.6,0.75,15.12,11.67,2058.21,0.06,0.09,114.35,176.42,0.8,0.36,9.09,False
547,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
548,0.25,2.0,1.0,0.0,18.53,9.0,1501.17,0.06,0.11,83.4,166.8,0.5,0.18,0.0,False
549,0.5,2.0,1.0,1.0,13.67,8.0,875.14,0.04,0.13,48.62,109.39,1.0,0.43,0.0,False
550,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
551,0.02,0.0,1.0,0.0,170.23,22.53,86400.63,1.28,0.04,4800.03,3835.13,1.0,0.02,6.52,False
552,0.1,2.0,0.33,0.0,87.22,17.4,26406.88,0.51,0.06,1467.05,1517.64,0.33,0.04,46.55,False
553,0.42,2.22,0.61,0.78,50.5,42.41,90808.6,0.71,0.02,5044.92,2141.43,0.79,0.34,9.59,False
554,0.33,2.0,0.5,0.0,7.57,9.0,613.03,0.02,0.11,34.06,68.11,0.5,0.29,0.0,False
555,0.3,2.0,0.33,0.0,34.83,13.0,5886.19,0.15,0.08,327.01,452.78,0.17,0.25,9.52,False
556,0.18,2.0,0.33,0.0,22.02,27.0,16052.62,0.2,0.04,891.81,594.54,0.33,0.13,0.0,False
557,0.18,2.0,1.0,0.0,54.41,6.07,2001.52,0.11,0.16,111.2,330.0,0.33,0.08,40.74,True
558,0.33,2.0,0.5,0.0,15.9,6.43,656.91,0.03,0.16,36.5,102.19,0.5,0.25,0.0,False
559,0.18,2.0,1.0,0.0,34.56,4.0,552.97,0.05,0.25,30.72,138.24,0.5,0.1,18.18,False
560,0.33,0.0,1.0,0.0,13.84,3.0,124.54,0.01,0.33,6.92,41.51,1.0,0.14,0.0,False
561,0.25,2.0,1.0,0.0,14.6,11.59,1961.37,0.06,0.09,108.96,169.22,0.5,0.2,0.0,False
562,0.07,2.0,0.33,0.0,99.6,16.93,28538.58,0.56,0.06,1585.48,1685.95,0.33,0.05,14.81,False
563,0.23,3.0,0.29,0.33,29.63,16.28,7847.47,0.16,0.06,435.97,482.18,0.43,0.15,15.15,False
564,0.29,2.0,0.5,0.0,8.88,9.0,719.59,0.03,0.11,39.98,79.95,0.5,0.25,0.0,False
565,0.33,2.0,0.22,0.5,32.25,23.09,17192.85,0.25,0.04,955.16,744.7,0.56,0.26,11.11,False
566,0.21,2.0,0.33,0.0,32.11,9.58,2947.52,0.1,0.1,163.75,307.71,0.33,0.11,28.57,False
567,0.25,2.2,0.29,0.33,20.57,34.44,24402.86,0.24,0.03,1355.71,708.47,0.43,0.15,29.73,False
568,0.19,3.0,0.78,0.5,40.02,17.15,11771.13,0.23,0.06,653.95,686.36,0.56,0.13,14.0,False
569,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
570,0.22,2.5,0.75,0.67,31.36,10.11,3205.92,0.11,0.1,178.11,317.07,0.75,0.13,22.22,False
571,0.35,2.67,0.5,1.0,15.38,23.38,8403.09,0.12,0.04,466.84,359.49,1.0,0.32,0.0,False
572,0.3,2.2,1.0,0.5,28.34,22.91,14874.31,0.22,0.04,826.35,649.28,0.57,0.27,0.0,False
573,0.33,0.0,1.0,0.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.2,0.0,False
574,0.29,0.0,1.0,0.0,69.94,17.55,21536.08,0.41,0.06,1196.45,1227.32,0.05,0.21,2.6,False
575,0.24,2.33,0.6,0.5,21.11,20.5,8869.57,0.14,0.05,492.75,432.66,0.6,0.16,9.52,False
576,0.25,2.0,0.5,0.0,17.2,6.67,764.63,0.04,0.15,42.48,114.69,0.5,0.22,0.0,False
577,0.33,0.0,1.0,0.0,12.68,2.5,79.25,0.01,0.4,4.4,31.7,1.0,0.2,0.0,False
578,0.23,3.0,0.33,0.0,20.6,11.31,2634.57,0.08,0.09,146.37,232.99,0.33,0.09,50.0,False
579,0.04,0.0,1.0,0.0,43.14,21.75,20407.1,0.31,0.05,1133.73,938.26,1.0,0.04,0.0,False
580,0.39,2.15,0.75,0.73,42.81,30.67,40261.54,0.44,0.03,2236.75,1312.88,0.75,0.36,0.0,False
581,0.18,2.18,0.57,0.25,147.44,19.65,56922.69,0.97,0.05,3162.37,2897.05,0.29,0.13,27.14,True
582,0.36,2.33,0.6,0.5,27.69,10.11,2831.11,0.09,0.1,157.28,280.0,0.6,0.29,6.67,False
583,0.33,2.0,0.33,0.0,10.4,11.0,1258.94,0.04,0.09,69.94,114.45,0.33,0.27,0.0,False
584,0.14,0.0,1.0,0.0,15.36,4.2,271.02,0.02,0.24,15.06,64.53,1.0,0.13,0.0,False
585,0.31,2.0,0.25,0.0,22.96,13.59,4242.8,0.1,0.07,235.71,312.11,0.25,0.15,23.08,False
586,0.43,2.33,0.29,0.38,51.63,25.9,34627.03,0.45,0.04,1923.72,1337.06,0.41,0.38,15.0,False
587,0.17,0.0,1.0,0.0,18.6,5.25,512.78,0.03,0.19,28.49,97.67,1.0,0.09,0.0,True
588,0.19,2.33,0.6,0.75,33.97,22.5,17197.21,0.25,0.04,955.4,764.32,0.8,0.11,24.24,False
589,0.04,2.0,0.5,0.0,107.8,23.13,57647.66,0.83,0.04,3202.65,2492.87,0.5,0.02,43.96,True
590,0.25,2.0,1.0,0.0,18.39,19.2,6779.67,0.12,0.05,376.65,353.11,0.33,0.21,0.0,False
591,0.18,2.0,0.75,0.0,28.85,9.71,2717.65,0.09,0.1,150.98,280.0,0.25,0.09,38.89,False
592,0.2,2.33,0.88,0.0,61.99,27.4,46526.99,0.57,0.04,2584.83,1698.3,0.13,0.08,49.28,True
593,0.25,2.0,0.5,0.0,13.56,5.33,385.81,0.02,0.19,21.43,72.34,0.5,0.2,0.0,False
594,0.22,2.0,0.5,1.0,31.03,6.29,1225.98,0.07,0.16,68.11,195.04,1.0,0.13,28.0,False
595,0.19,2.5,0.44,0.87,85.98,28.08,67800.78,0.8,0.04,3766.71,2414.37,0.88,0.08,52.94,False
596,0.07,0.0,1.0,0.0,23.49,32.72,25163.18,0.26,0.03,1397.95,768.87,1.0,0.05,0.0,False
597,0.09,2.0,0.67,0.0,37.82,17.54,11632.47,0.22,0.06,646.25,663.26,0.33,0.03,62.32,False
598,0.26,2.0,0.8,0.0,41.54,6.32,1656.83,0.09,0.16,92.05,262.33,0.2,0.14,39.29,False
599,0.13,3.0,0.67,1.0,48.96,17.75,15426.54,0.29,0.06,857.03,869.1,1.0,0.12,4.17,True
600,0.12,2.0,1.0,0.0,48.96,8.1,3208.43,0.13,0.12,178.25,396.34,0.33,0.1,0.0,False
601,0.33,0.0,1.0,0.0,9.0,3.33,100.0,0.01,0.3,5.56,30.0,1.0,0.25,0.0,False
602,0.5,2.5,0.25,0.67,10.8,10.0,1080.0,0.04,0.1,60.0,108.0,0.75,0.4,0.0,False
603,0.2,0.0,1.0,0.0,10.28,4.38,196.76,0.01,0.23,10.93,44.97,1.0,0.14,0.0,False
604,0.18,2.0,1.0,0.0,45.88,9.11,3805.17,0.14,0.11,211.4,417.82,0.25,0.09,35.71,False
605,0.4,2.0,0.5,0.0,10.75,5.0,268.87,0.02,0.2,14.94,53.77,0.5,0.29,0.0,False
606,0.27,2.14,0.44,0.75,58.4,14.93,13015.0,0.29,0.07,723.06,871.82,0.78,0.18,29.27,False
607,0.33,0.0,1.0,0.0,8.15,3.5,99.85,0.01,0.29,5.55,28.53,1.0,0.2,0.0,False
608,0.45,0.0,1.0,0.0,46.4,12.86,7669.86,0.2,0.08,426.1,596.54,0.07,0.44,0.0,False
609,0.1,2.0,1.0,0.0,39.6,9.45,3540.14,0.12,0.11,196.67,374.44,0.5,0.05,19.23,True
610,0.25,2.13,0.3,0.0,84.79,15.33,19927.37,0.43,0.07,1107.08,1299.86,0.1,0.09,60.71,False
611,0.25,0.0,1.0,0.0,10.8,2.5,67.5,0.01,0.4,3.75,27.0,1.0,0.2,0.0,False
612,0.13,2.0,1.0,0.0,40.12,6.05,1468.67,0.08,0.17,81.59,242.76,0.5,0.06,31.58,False
613,1.0,2.0,0.5,0.0,13.29,3.0,119.59,0.01,0.33,6.64,39.86,0.5,2.0,0.0,False
614,0.26,2.44,0.07,0.77,32.58,37.08,44807.95,0.4,0.03,2489.33,1208.3,0.79,0.12,44.87,False
615,0.29,3.5,0.45,0.9,78.46,12.52,12301.89,0.33,0.08,683.44,982.44,0.91,0.18,28.57,True
616,0.38,2.17,0.25,0.43,15.74,26.13,10742.56,0.14,0.04,596.81,411.2,0.5,0.3,9.09,False
617,0.5,0.0,1.0,0.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.2,0.0,False
618,0.14,2.0,1.0,0.0,20.76,12.27,3126.53,0.08,0.08,173.7,254.75,0.5,0.13,0.0,False
619,0.22,2.67,0.8,0.44,48.11,16.19,12617.28,0.26,0.06,700.96,779.11,0.5,0.1,51.47,False
620,0.38,2.0,0.11,0.0,35.36,17.72,11106.15,0.21,0.06,617.01,626.68,0.11,0.31,0.0,True
621,0.5,0.0,1.0,0.0,9.51,3.0,85.59,0.01,0.33,4.75,28.53,1.0,0.2,0.0,False
622,0.25,2.0,0.33,0.0,59.38,12.02,8577.83,0.24,0.08,476.55,713.72,0.33,0.2,83.33,False
623,0.4,2.0,0.5,0.0,9.87,5.63,312.22,0.02,0.18,17.35,55.51,0.5,0.22,0.0,False
624,0.33,2.11,0.48,0.8,104.29,36.9,142000.7,1.28,0.03,7888.93,3848.26,0.81,0.27,1.04,False
625,0.25,2.0,1.0,0.0,24.82,7.86,1532.47,0.07,0.13,85.14,195.04,0.33,0.19,0.0,False
626,0.4,2.0,0.5,0.0,10.41,6.4,426.29,0.02,0.16,23.68,66.61,0.5,0.2,16.67,False
627,0.31,2.0,0.25,0.0,24.0,22.5,12150.0,0.18,0.04,675.0,540.0,0.25,0.1,40.91,False
628,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,False
629,0.31,2.08,0.71,0.88,29.26,76.36,170603.91,0.74,0.01,9478.0,2234.1,0.88,0.22,0.0,False
630,0.25,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.2,0.0,False
631,0.14,0.0,0.33,0.0,27.7,12.57,4378.49,0.12,0.08,243.25,348.29,0.33,0.12,14.29,False
632,0.21,2.33,0.8,0.5,56.3,11.0,6811.81,0.21,0.09,378.43,619.26,0.6,0.13,12.5,False
633,0.13,0.0,1.0,0.0,19.28,13.78,3660.55,0.09,0.07,203.36,265.69,1.0,0.11,0.0,False
634,0.25,2.5,0.67,0.0,18.53,11.67,2522.57,0.07,0.09,140.14,216.22,0.33,0.09,50.0,False
635,0.29,2.0,0.5,0.0,14.14,5.25,389.71,0.02,0.19,21.65,74.23,0.5,0.15,25.0,False
636,0.31,2.0,0.5,0.67,15.39,20.17,6258.43,0.1,0.05,347.69,310.34,0.75,0.27,0.0,False
637,0.19,2.0,0.33,1.0,15.53,18.9,5545.97,0.1,0.05,308.11,293.44,1.0,0.17,0.0,False
638,0.1,0.0,1.0,0.0,46.73,9.56,4266.95,0.15,0.1,237.05,446.54,1.0,0.06,0.0,False
639,0.1,2.0,0.5,0.0,46.11,14.5,9695.39,0.22,0.07,538.63,668.65,0.5,0.04,32.25,False
640,0.33,2.0,0.5,0.0,11.53,11.25,1458.65,0.04,0.09,81.04,129.66,0.5,0.18,0.0,False
641,0.13,2.0,1.0,0.0,13.96,6.0,502.57,0.03,0.17,27.92,83.76,1.0,0.07,33.33,False
642,0.11,2.33,0.6,0.5,61.27,44.61,121958.52,0.91,0.02,6775.47,2733.66,0.6,0.08,34.04,False
643,0.2,0.0,1.0,0.0,18.71,10.29,1979.21,0.06,0.1,109.96,192.42,1.0,0.13,0.0,False
644,0.22,2.0,1.0,0.0,16.25,8.89,1283.82,0.05,0.11,71.32,144.43,0.5,0.2,0.0,False
645,0.18,2.0,1.0,0.0,28.72,14.88,6354.23,0.14,0.07,353.01,427.18,0.33,0.06,51.72,False
646,0.25,0.0,1.0,0.0,13.45,3.6,174.36,0.02,0.28,9.69,48.43,1.0,0.2,0.0,False
647,0.2,0.0,1.0,0.0,6.74,3.75,94.75,0.01,0.27,5.26,25.27,1.0,0.11,16.67,False
648,0.29,2.0,1.0,0.0,8.41,10.13,861.74,0.03,0.1,47.87,85.11,0.5,0.25,0.0,False
649,0.07,0.0,1.0,0.0,29.97,10.42,3251.67,0.1,0.1,180.65,312.16,1.0,0.06,0.0,False
650,0.1,0.0,1.0,0.0,26.65,6.0,959.47,0.05,0.17,53.3,159.91,1.0,0.05,23.08,False
651,0.33,0.0,1.0,0.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.17,0.0,False
652,0.33,2.0,1.0,0.0,21.31,4.5,431.59,0.03,0.22,23.98,95.91,0.5,0.25,0.0,False
653,0.1,2.0,0.25,0.0,98.24,22.84,51227.3,0.75,0.04,2845.96,2243.29,0.25,0.05,29.09,True
654,0.13,0.0,1.0,0.0,27.77,13.36,4959.56,0.12,0.07,275.53,371.12,1.0,0.08,11.11,False
655,0.17,2.0,1.0,0.0,41.64,7.11,2105.8,0.1,0.14,116.99,296.13,0.5,0.07,45.0,False
656,0.08,0.0,1.0,0.0,28.56,6.55,1223.4,0.06,0.15,67.97,186.91,1.0,0.05,0.0,False
657,0.73,2.4,0.13,0.86,11.15,24.0,6421.58,0.09,0.04,356.75,267.57,0.88,0.57,0.0,False
658,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
659,0.19,2.13,0.4,0.0,61.44,21.27,27799.05,0.44,0.05,1544.39,1306.85,0.1,0.13,24.62,True
660,0.36,2.14,0.22,0.0,32.02,26.93,23220.17,0.29,0.04,1290.01,862.21,0.11,0.16,45.95,False
661,0.12,2.0,0.25,0.43,45.22,37.82,64671.74,0.57,0.03,3592.87,1710.07,0.5,0.07,37.25,False
662,0.23,2.0,1.0,0.0,27.68,4.38,529.87,0.04,0.23,29.44,121.11,0.33,0.11,0.0,False
663,0.17,2.5,0.53,0.43,48.32,49.43,118064.59,0.8,0.02,6559.14,2388.43,0.47,0.1,14.13,False
664,0.16,2.43,0.55,0.8,116.45,19.13,42594.84,0.74,0.05,2366.38,2227.18,0.82,0.06,62.84,False
665,0.19,2.2,0.62,0.5,76.65,23.49,42296.9,0.6,0.04,2349.83,1800.52,0.54,0.1,33.98,False
666,0.3,2.0,1.0,0.0,17.81,11.08,2188.05,0.07,0.09,121.56,197.42,0.33,0.14,42.86,False
667,0.33,0.0,1.0,0.0,10.28,4.38,196.76,0.01,0.23,10.93,44.97,1.0,0.09,57.14,False
668,0.24,2.0,0.5,0.0,56.82,11.24,7181.41,0.21,0.09,398.97,638.78,0.13,0.2,0.0,False
669,0.3,2.0,0.33,0.0,9.15,16.25,2416.01,0.05,0.06,134.22,148.68,0.33,0.21,0.0,False
670,1.0,0.0,1.0,0.0,6.2,2.5,38.77,0.01,0.4,2.15,15.51,1.0,1.0,0.0,False
671,0.45,2.0,0.2,0.5,16.86,17.14,4949.88,0.1,0.06,274.99,288.85,0.6,0.42,0.0,False
