,V1,V2,V8,V12,V13,V14,V15,V17,V18,V22,V27,V28,V30,V31,V36,V37,V39,TARGET
377,4.679,2.8711,41.7,0.0,3.157,1.261,9.715,0.966,1.121,1.283,2.222,0.012,0.0,1.695,3.627,1.833,8.015,1
378,4.828,3.1972,50.0,0.0,3.219,1.261,9.749,0.971,1.104,1.335,2.247,0.013,0.0,1.436,3.687,2.133,8.189,1
379,4.732,3.0207,50.0,0.933,3.844,1.187,9.642,0.985,1.094,1.395,2.194,-0.024,0.0,1.659,6.881,2.12,11.597,1
380,4.517,2.8827,50.0,0.0,3.84,1.409,9.391,0.985,1.094,1.389,2.149,-0.024,0.0,2.036,6.872,2.046,11.589,1
381,4.596,3.2349,50.0,0.0,3.373,0.875,9.54,1.025,1.094,1.377,2.175,0.045,0.0,1.069,3.973,2.444,8.792,1
382,4.562,3.1831,50.0,0.0,3.373,0.875,9.54,1.025,1.094,1.372,2.17,0.045,0.0,1.14,3.955,2.444,8.792,1
383,4.732,3.3007,50.0,0.0,3.373,0.875,9.579,1.025,1.094,1.374,2.194,0.045,0.0,0.854,4.034,2.444,8.794,1
384,4.562,3.1356,50.0,0.0,4.225,0.875,9.54,1.009,1.077,1.482,2.17,0.043,0.0,1.14,6.886,2.104,12.272,1
385,4.807,3.3045,46.7,0.0,3.444,0.881,9.833,1.012,1.103,1.366,2.246,-0.025,0.0,1.06,4.005,2.358,8.857,1
386,4.912,3.3884,46.7,0.0,3.444,0.881,9.863,1.012,1.103,1.365,2.264,-0.025,0.0,0.95,4.025,2.358,8.859,1
387,4.642,3.0494,40.0,0.0,3.08,1.187,9.631,0.976,1.129,1.275,2.2,-0.024,0.0,1.487,3.634,1.981,8.001,1
388,4.675,2.2988,50.0,0.0,3.486,0.0,9.971,0.98,1.107,1.315,2.236,0.001,0.0,2.829,3.648,1.987,8.469,1
389,4.807,3.3502,42.9,0.0,3.453,0.881,9.833,1.029,1.117,1.332,2.246,-0.025,0.0,1.06,4.007,2.58,8.863,1
390,4.807,3.3499,42.9,0.0,3.453,0.881,9.833,1.029,1.117,1.334,2.246,-0.025,0.0,1.06,3.996,2.58,8.863,1
391,4.649,2.3407,46.2,0.0,3.639,0.521,10.185,0.994,1.121,1.285,2.236,0.0,0.0,3.626,3.712,2.2,8.678,1
392,4.923,3.5484,37.5,0.0,3.288,1.185,9.911,1.039,1.14,1.225,2.267,0.015,20.295,1.563,3.857,3.133,8.508,1
393,4.965,3.6277,37.5,0.0,3.52,1.16,10.099,1.059,1.137,1.249,2.305,-0.008,20.482,1.553,3.969,3.192,8.892,1
394,5.103,3.9386,33.3,0.0,3.761,1.197,10.456,1.101,1.15,1.217,2.38,0.001,41.432,1.74,4.048,3.627,9.191,1
395,4.923,3.5714,42.9,0.0,3.445,1.185,9.911,1.061,1.121,1.273,2.267,0.015,20.286,1.563,3.988,3.144,8.825,1
396,5.04,3.8356,37.5,0.0,3.513,1.258,10.159,1.087,1.141,1.204,2.323,0.005,40.909,1.711,3.946,3.611,8.854,1
397,5.068,3.8515,36.8,0.0,3.576,1.23,10.309,1.067,1.14,1.216,2.351,-0.002,41.436,1.581,3.962,3.462,8.914,1
398,5.006,3.7359,36.8,0.0,3.576,1.23,10.309,1.067,1.14,1.216,2.338,-0.002,41.299,1.873,3.936,3.462,8.914,1
399,4.895,3.4879,41.2,0.0,3.512,1.16,10.099,1.043,1.124,1.278,2.292,-0.008,20.423,1.696,3.974,3.01,8.886,1
400,5.402,3.7849,41.2,0.0,3.76,1.197,10.666,1.133,1.184,1.15,2.403,0.001,20.484,1.679,3.991,4.026,9.077,1
401,5.006,3.7801,37.5,0.0,3.703,1.23,10.309,1.108,1.137,1.231,2.338,-0.003,41.044,1.873,4.032,3.624,9.141,1
402,4.895,3.54,42.9,0.0,3.647,1.16,10.099,1.084,1.117,1.296,2.292,-0.008,20.337,1.696,4.073,3.202,9.118,1
403,4.958,3.5995,42.9,0.0,3.647,1.16,10.099,1.084,1.117,1.299,2.303,-0.008,20.422,1.602,4.057,3.202,9.118,1
404,5.098,2.6361,44.8,0.011,3.695,0.875,10.386,0.99,1.123,1.287,2.358,0.0,0.0,2.298,3.746,2.25,8.719,1
405,4.77,3.0583,45.0,1.014,3.217,1.185,9.882,0.987,1.114,1.288,2.236,0.014,0.0,1.74,3.69,2.4,8.228,1
406,4.947,2.9807,40.0,0.0,3.266,1.455,9.974,0.981,1.125,1.253,2.282,-0.007,0.0,1.887,3.683,2.197,8.152,1
407,4.805,2.8459,40.0,0.0,3.266,1.455,9.947,0.981,1.125,1.25,2.251,-0.007,0.0,2.041,3.657,2.197,8.148,1
408,5.459,2.9274,37.8,0.0,3.547,1.571,10.843,0.974,1.129,1.265,2.378,-0.001,0.0,2.74,3.704,2.089,8.48,1
409,4.793,1.9089,36.7,0.0,3.74,3.025,10.128,0.971,1.131,1.238,2.236,0.0,0.0,6.687,3.657,1.886,8.397,1
410,5.466,3.3208,37.2,0.0,3.66,1.494,10.995,0.972,1.13,1.245,2.436,0.0,0.0,2.399,3.798,2.029,8.588,1
411,5.422,3.3311,37.8,0.0,3.551,1.161,10.929,0.974,1.129,1.265,2.417,-0.001,0.0,2.084,3.799,2.1,8.548,1
412,5.102,3.2259,38.7,0.0,3.419,1.23,10.328,0.977,1.127,1.26,2.358,-0.002,0.0,1.856,3.765,2.128,8.348,1
413,5.375,3.2786,39.3,0.0,3.351,1.124,10.524,0.978,1.126,1.266,2.368,0.004,0.0,1.671,3.766,2.188,8.354,1
414,4.958,3.1448,40.0,0.0,3.272,1.16,10.099,0.981,1.125,1.268,2.303,-0.007,0.0,1.602,3.731,2.212,8.236,1
415,5.489,3.563,37.2,0.0,3.664,1.194,11.033,0.972,1.13,1.253,2.463,0.0,0.0,1.828,3.852,2.039,8.65,1
416,5.489,3.5897,36.6,0.0,3.678,1.194,11.033,0.982,1.132,1.237,2.463,0.0,0.0,1.828,3.853,2.275,8.662,1
417,4.709,2.1739,50.0,0.0,3.558,0.544,10.149,0.986,1.104,1.304,2.259,-0.001,0.0,2.952,3.676,2.179,8.558,1
418,4.817,2.0469,39.4,0.0,3.573,1.169,10.26,0.988,1.126,1.215,2.301,0.0,0.0,3.268,3.665,1.967,8.497,1
419,4.845,2.7759,36.8,0.0,3.601,2.125,10.029,0.984,1.131,1.217,2.27,0.0,0.0,3.574,3.678,1.958,8.337,1
420,5.377,3.3527,37.9,0.0,3.437,1.23,10.559,0.99,1.129,1.23,2.375,-0.002,0.0,1.809,3.774,2.288,8.414,1
421,4.953,3.6002,38.9,0.0,3.37,1.273,9.975,1.041,1.132,1.21,2.288,-0.008,20.612,1.602,3.861,2.985,8.551,1
422,4.965,3.6001,38.9,0.0,3.375,1.16,10.099,1.041,1.132,1.218,2.305,-0.008,20.537,1.553,3.88,3.182,8.601,1
423,4.958,3.552,38.9,0.0,3.375,1.16,10.099,1.041,1.132,1.226,2.303,-0.008,20.514,1.602,3.876,3.182,8.601,1
424,4.895,3.4973,38.9,0.0,3.375,1.16,10.099,1.041,1.132,1.222,2.292,-0.008,20.318,1.696,3.863,3.182,8.601,1
425,5.171,3.8233,34.5,0.0,3.798,1.45,10.639,1.043,1.142,1.196,2.417,0.0,42.668,1.814,3.972,3.265,9.052,1
426,4.732,3.3162,46.2,0.0,3.214,0.875,9.579,1.023,1.108,1.296,2.194,0.046,0.0,0.854,3.907,2.681,8.476,1
427,4.596,3.2495,46.2,0.0,3.214,0.875,9.54,1.023,1.108,1.3,2.175,0.046,0.0,1.069,3.879,2.681,8.473,1
428,4.562,3.173,46.2,0.0,3.796,0.875,9.54,1.016,1.1,1.347,2.17,0.045,0.0,1.14,6.879,2.51,11.593,1
429,4.596,3.2243,46.2,0.0,3.796,0.875,9.54,1.016,1.1,1.355,2.175,0.045,0.0,1.069,6.88,2.51,11.593,1
430,4.732,3.2896,46.2,0.0,3.796,0.875,9.579,1.016,1.1,1.351,2.194,0.045,0.0,0.854,6.88,2.51,11.593,1
431,4.619,2.6198,45.5,0.0,4.594,2.305,9.896,1.021,1.098,1.412,2.208,0.001,0.0,4.243,10.695,2.326,14.223,1
432,4.807,3.3155,43.8,0.0,3.297,0.881,9.833,1.012,1.113,1.296,2.246,-0.025,0.0,1.06,3.921,2.568,8.562,1
433,4.807,3.3875,46.2,0.0,3.462,0.881,9.833,1.048,1.103,1.317,2.246,-0.026,0.0,1.06,4.009,2.802,8.87,1
434,4.807,3.3439,46.2,0.0,4.264,0.881,9.833,1.034,1.088,1.415,2.246,-0.025,0.0,1.06,6.892,2.5,12.274,1
435,4.912,3.4778,46.2,0.0,3.462,0.881,9.863,1.048,1.103,1.318,2.264,-0.026,0.0,0.95,4.068,2.802,8.872,1
436,4.912,3.4781,46.2,0.0,3.462,0.881,9.863,1.048,1.103,1.317,2.264,-0.026,0.0,0.95,4.032,2.802,8.872,1
437,4.807,3.3873,46.2,0.0,3.462,0.881,9.833,1.048,1.103,1.318,2.246,-0.026,0.0,1.06,4.05,2.802,8.87,1
438,4.732,3.3803,46.2,0.0,3.462,0.881,9.803,1.048,1.103,1.328,2.236,-0.026,0.0,0.95,3.998,2.802,8.868,1
439,5.071,3.8133,40.0,0.0,3.715,1.124,10.277,1.1,1.123,1.261,2.353,0.005,20.509,1.513,4.076,3.407,9.175,1
440,4.562,1.9651,48.3,0.0,3.609,0.0,10.054,0.983,1.107,1.296,2.194,0.0,0.0,4.13,3.587,1.989,8.536,1
441,4.962,2.3618,54.2,0.075,3.579,0.544,10.193,0.989,1.095,1.313,2.307,-0.001,11.846,2.627,3.755,2.286,8.63,1
442,4.641,3.0954,57.1,0.0,3.292,1.261,9.714,1.006,1.101,1.35,2.214,0.015,0.0,1.783,3.726,2.833,8.435,1
443,5.267,3.9658,57.1,0.0,4.005,1.197,10.51,1.099,1.085,1.402,2.438,0.001,0.0,1.254,4.254,3.103,9.543,1
444,4.869,3.0922,36.0,-0.393,3.83,1.831,10.363,1.037,1.135,1.25,2.296,-0.001,11.353,3.18,4.051,2.659,9.113,1
445,5.387,2.1249,44.2,-0.656,4.622,0.824,11.344,1.056,1.108,1.296,2.42,0.0,35.742,5.31,4.741,2.823,10.284,1
446,4.994,3.2017,37.5,-0.425,3.582,1.805,10.269,0.995,1.132,1.221,2.322,-0.001,11.111,2.668,3.713,2.322,8.49,1
447,4.975,3.2319,37.9,-0.432,3.525,1.733,10.222,0.998,1.132,1.222,2.311,0.001,11.023,2.571,3.713,2.381,8.464,1
448,4.872,3.4872,47.4,0.0,3.533,1.604,10.05,1.033,1.118,1.275,2.294,-0.002,19.925,2.223,3.783,2.923,8.667,1
449,4.499,2.125,33.3,0.0,2.843,1.125,9.311,0.961,1.138,1.199,2.136,0.034,0.0,1.481,3.15,1.542,7.158,1
450,4.0,2.0,33.3,0.0,2.565,0.0,8.623,0.961,1.138,1.167,2.0,0.103,0.0,0.667,3.003,1.5,6.76,1
451,4.0,2.2551,37.5,0.0,2.618,0.0,8.623,0.964,1.13,1.226,2.0,0.112,0.0,0.667,3.175,1.667,7.081,1
452,5.236,2.8937,33.3,0.0,5.031,0.799,10.434,1.043,1.091,1.534,2.414,0.004,0.0,0.873,6.951,2.155,13.179,1
453,4.414,2.1712,33.3,0.0,2.995,0.802,9.183,0.979,1.135,1.23,2.101,-0.064,0.0,0.975,3.658,1.849,7.988,1
454,4.814,2.5137,33.3,0.0,4.816,0.827,10.135,0.999,1.112,1.457,2.247,0.003,0.0,1.244,6.915,1.861,12.953,1
455,5.401,3.3983,34.6,0.0,4.883,2.184,11.058,0.998,1.12,1.391,2.466,0.0,0.0,3.079,10.323,2.159,14.019,1
456,5.276,3.4588,31.0,0.0,3.931,1.693,10.742,1.038,1.127,1.273,2.357,0.0,21.265,3.021,4.702,2.822,9.707,1
457,5.236,3.8407,46.2,0.0,5.017,0.799,10.434,1.086,1.051,1.542,2.414,0.004,0.0,0.873,6.982,2.479,13.184,1
458,5.459,3.6981,37.5,-1.093,3.762,1.162,11.1,0.993,1.13,1.233,2.467,0.0,11.22,1.737,3.883,2.546,8.814,1
459,5.295,3.5985,35.7,-0.016,4.233,1.846,10.866,1.063,1.116,1.297,2.394,0.0,11.888,3.082,4.432,2.794,9.894,1
460,4.868,2.343,50.0,0.0,3.542,0.816,10.187,0.971,1.104,1.322,2.307,-0.001,0.0,2.434,3.738,1.893,8.539,1
461,5.114,2.4193,47.1,0.0,3.66,0.703,10.497,0.969,1.11,1.324,2.374,0.0,0.0,2.706,3.771,1.875,8.682,1
462,4.732,2.1649,44.8,0.0,3.617,0.648,10.3,0.983,1.12,1.293,2.275,0.0,0.0,3.095,3.694,2.144,8.636,1
463,5.611,2.1018,45.0,0.0,3.889,0.548,10.936,0.987,1.114,1.259,2.488,0.0,0.0,2.321,3.787,2.171,8.859,1
464,4.961,2.4328,48.1,0.0,3.947,0.732,10.578,1.022,1.104,1.305,2.349,0.0,0.0,3.001,3.939,2.572,9.249,1
465,5.221,2.7448,48.1,0.0,4.379,0.74,10.991,1.07,1.095,1.336,2.449,0.0,0.0,3.068,4.183,2.802,9.891,1
466,4.887,2.291,44.8,0.0,3.936,0.732,10.577,1.005,1.116,1.32,2.329,0.0,0.0,3.219,3.954,2.337,9.239,1
467,5.415,2.605,40.4,0.0,4.08,1.006,11.361,0.979,1.124,1.277,2.459,0.0,0.0,3.688,3.872,2.133,9.14,1
468,4.887,1.7855,31.9,0.0,3.616,0.732,10.577,0.97,1.145,1.211,2.329,0.0,0.0,3.219,3.374,1.794,8.174,1
469,5.511,2.4453,45.5,0.0,3.741,0.732,10.806,0.992,1.113,1.271,2.42,0.0,0.0,2.731,3.785,2.348,8.784,1
470,5.076,1.9467,42.0,-0.185,4.049,2.094,10.679,0.989,1.121,1.25,2.372,0.0,12.363,5.623,3.827,2.222,8.963,1
471,5.656,2.6715,45.7,-0.741,4.116,1.33,10.978,1.02,1.11,1.279,2.481,0.0,12.298,2.211,3.944,2.562,9.362,1
472,5.534,2.6742,45.5,0.0,5.001,0.74,11.131,1.019,1.094,1.4,2.475,0.0,0.0,2.978,6.896,2.361,12.971,1
473,5.003,2.9434,50.0,0.0,3.347,0.629,10.084,0.982,1.108,1.321,2.351,0.004,0.0,1.075,3.876,2.091,8.48,1
474,5.097,2.9965,45.5,0.0,3.429,0.73,10.265,0.988,1.121,1.301,2.39,-0.002,0.0,1.128,3.918,2.222,8.577,1
475,5.119,3.0152,45.5,0.0,3.429,0.73,10.265,0.988,1.121,1.302,2.394,-0.002,0.0,1.098,3.921,2.222,8.577,1
476,4.933,2.0578,53.3,0.0,3.772,0.0,10.465,0.98,1.1,1.34,2.359,0.0,0.0,3.08,3.865,1.951,8.875,1
477,5.177,3.0834,52.6,0.0,3.754,0.773,10.418,1.027,1.093,1.337,2.426,0.001,0.0,1.085,4.122,2.504,9.163,1
478,4.861,2.4143,45.5,0.0,3.186,0.0,9.863,0.968,1.113,1.3,2.303,-0.007,0.0,1.047,3.657,1.733,8.069,1
479,4.802,2.1315,42.9,0.0,3.065,0.0,9.805,0.967,1.119,1.308,2.323,0.012,0.0,0.95,3.466,1.685,7.805,1
480,4.783,2.289,42.9,1.669,3.072,1.057,9.982,0.967,1.119,1.324,2.413,0.012,0.0,1.358,3.594,1.704,7.933,1
481,5.0,2.039,45.5,0.0,3.196,0.0,10.284,0.968,1.113,1.35,2.518,0.003,0.0,0.912,3.633,1.633,8.066,1
482,5.352,2.4062,53.8,-0.309,3.801,0.682,10.784,1.011,1.099,1.298,2.518,0.0,24.44,1.322,3.966,2.569,8.965,1
483,4.88,2.4429,50.0,0.0,3.578,0.673,10.289,1.003,1.104,1.277,2.316,-0.001,0.0,2.38,3.767,2.476,8.634,1
484,5.393,2.1651,47.4,1.199,3.776,0.662,10.741,0.969,1.109,1.317,2.366,0.0,0.0,3.601,3.697,1.931,8.77,1
485,5.124,1.6801,42.3,0.0,4.148,0.596,11.063,0.996,1.12,1.234,2.437,0.0,0.0,3.93,3.882,2.0,9.237,1
486,4.835,2.2543,53.8,0.0,3.666,0.0,10.423,0.982,1.099,1.354,2.417,0.0,0.0,2.345,3.942,1.944,8.839,1
487,4.802,2.6247,39.1,-0.538,3.601,1.489,10.297,1.027,1.137,1.245,2.386,-0.001,10.865,2.684,3.936,2.512,8.751,1
488,4.931,2.9714,41.2,0.0,3.507,1.028,10.239,1.05,1.137,1.273,2.375,-0.002,20.668,1.723,3.966,2.875,8.841,1
489,4.499,3.0701,46.7,0.0,3.013,1.125,9.311,0.984,1.116,1.299,2.136,0.045,0.0,1.481,3.599,2.208,7.964,1
490,4.414,3.2496,38.5,0.0,2.883,0.802,9.183,0.998,1.141,1.253,2.101,-0.081,0.0,0.975,3.587,2.381,7.838,1
491,4.414,3.201,38.5,0.0,2.883,0.802,9.183,0.998,1.141,1.252,2.101,-0.081,0.0,0.975,3.579,2.381,7.834,1
492,4.414,3.223,38.5,0.0,2.883,0.802,9.183,0.998,1.141,1.256,2.101,-0.081,0.0,0.975,3.581,2.381,7.834,1
493,5.003,3.0607,50.0,0.0,3.367,0.629,10.084,1.004,1.109,1.295,2.351,0.004,0.0,1.075,3.895,2.364,8.515,1
494,5.047,2.2477,52.2,0.0,3.678,0.0,10.4,0.988,1.09,1.366,2.414,0.0,0.0,1.443,4.046,1.929,8.933,1
495,5.29,3.4786,30.0,0.0,3.963,1.958,10.77,1.002,1.136,1.263,2.36,0.0,0.0,3.196,4.699,2.227,9.633,1
496,5.0,2.2838,41.5,0.556,3.887,1.048,10.745,0.982,1.128,1.281,2.358,0.0,0.0,3.585,3.796,2.067,8.919,1
497,4.802,2.3043,45.0,0.0,3.86,1.632,10.181,1.01,1.079,1.438,2.38,-0.001,0.0,3.108,4.346,2.25,9.455,1
498,5.775,1.4888,47.9,-0.314,4.579,0.42,11.693,0.992,1.111,1.286,2.666,0.0,13.296,3.124,4.026,2.024,9.653,1
499,4.837,3.2718,28.1,0.0,3.665,1.621,10.229,0.996,1.153,1.232,2.307,-0.001,0.0,2.315,3.939,2.111,8.797,1
500,4.985,2.5536,50.0,0.0,3.49,0.569,10.158,0.98,1.107,1.313,2.327,0.001,0.0,2.096,3.765,2.077,8.528,1
501,4.971,2.3195,52.0,0.0,3.837,0.648,10.338,0.998,1.095,1.352,2.322,0.0,0.0,2.758,3.926,2.17,9.118,1
502,3.618,3.2048,44.4,0.0,2.816,0.0,8.412,0.983,1.083,1.476,2.0,-0.214,0.0,0.579,4.034,1.967,8.415,1
503,5.0,3.5426,25.0,0.0,3.224,0.722,9.657,1.078,1.135,1.366,2.0,0.389,0.0,0.8,4.227,3.117,8.859,1
504,5.345,6.9923,32.7,-1.343,4.603,2.936,11.367,0.988,1.14,1.18,2.361,0.0,52.856,3.435,3.563,2.25,9.275,1
505,3.978,2.9644,32.8,0.0,3.799,3.44,9.762,0.971,1.141,1.207,1.98,0.0,9.874,8.527,3.359,1.905,8.252,1
506,4.17,3.3271,10.0,0.116,2.767,0.971,8.597,1.027,1.183,1.193,1.848,0.419,0.0,1.542,3.849,3.167,8.14,1
507,5.382,3.4093,44.4,0.0,3.648,1.197,10.84,1.139,1.229,1.046,2.381,0.001,0.0,2.219,3.809,4.417,8.673,1
508,4.796,3.4398,37.5,0.0,3.288,1.185,9.882,1.039,1.14,1.224,2.243,0.015,20.206,1.686,3.837,3.133,8.506,1
509,4.923,3.5834,40.0,0.0,3.299,1.185,9.911,1.057,1.13,1.213,2.267,0.015,20.135,1.563,3.861,3.333,8.518,1
510,4.782,3.3148,38.9,0.0,3.37,1.273,9.947,1.041,1.132,1.211,2.251,-0.008,20.331,1.951,3.834,2.985,8.549,1
511,4.965,3.6023,38.9,0.0,3.375,1.16,10.099,1.041,1.132,1.218,2.305,-0.008,20.439,1.553,3.882,3.182,8.601,1
512,4.856,3.0864,42.1,-1.05,3.735,1.662,10.15,1.061,1.115,1.249,2.281,-0.002,10.157,2.83,4.009,2.991,9.053,1
513,5.372,2.8994,34.5,0.0,3.649,2.108,10.403,1.001,1.129,1.249,2.327,0.001,23.192,3.163,4.705,2.542,9.481,1
514,5.516,2.7057,41.4,0.0,3.872,0.732,10.806,1.012,1.118,1.29,2.426,0.0,24.454,2.676,4.738,2.681,9.664,1
515,4.862,3.0744,37.5,-0.205,3.772,1.618,10.32,1.025,1.132,1.283,2.292,0.001,11.247,2.902,4.051,2.599,9.082,1
516,4.845,2.3287,46.2,0.0,3.89,0.625,10.367,1.01,1.114,1.32,2.285,0.0,0.0,3.574,3.929,2.243,9.172,1
517,5.014,2.3207,56.5,0.0,3.508,0.0,10.384,0.975,1.09,1.355,2.469,-0.001,0.0,1.305,3.866,1.859,8.609,1
518,5.188,2.6152,45.0,-1.233,3.998,1.274,10.841,1.082,1.116,1.287,2.497,0.0,23.37,2.276,4.257,3.123,9.436,1
519,5.715,2.0229,43.3,-0.299,4.337,0.971,11.472,0.991,1.122,1.275,2.617,0.0,13.096,2.313,3.97,2.099,9.415,1
520,5.414,2.419,42.5,0.0,4.094,0.917,11.157,1.001,1.124,1.303,2.489,0.0,0.0,2.907,4.065,2.229,9.38,1
521,4.593,2.3348,29.6,0.0,3.098,1.461,9.665,0.981,1.149,1.17,2.175,0.012,0.0,2.298,3.265,1.833,7.58,1
522,4.768,2.808,33.3,1.18,3.423,1.455,9.921,1.007,1.133,1.278,2.262,-0.008,10.844,1.945,3.904,2.515,8.644,1
523,5.115,1.9359,53.3,0.355,3.962,0.548,10.947,1.013,1.103,1.3,2.529,0.0,24.736,2.583,3.945,2.417,9.123,1
524,5.28,2.0284,54.5,-0.647,4.44,0.636,11.127,1.022,1.092,1.327,2.551,0.0,25.24,2.585,6.881,2.525,11.664,1
525,5.054,2.3939,42.9,0.0,4.393,1.709,10.966,1.032,1.128,1.289,2.374,0.0,21.618,5.285,4.09,2.758,9.674,1
526,5.003,2.6389,37.1,-1.11,4.549,1.969,11.22,1.03,1.137,1.218,2.38,0.0,56.27,4.828,3.992,2.753,9.692,1
527,5.421,1.9985,52.6,-0.848,4.52,0.638,11.207,1.025,1.097,1.305,2.558,0.0,25.591,3.126,6.879,2.561,11.671,1
528,5.468,2.0989,50.0,-1.693,4.31,0.82,11.288,1.04,1.108,1.261,2.583,0.0,48.901,2.801,4.061,2.887,9.531,1
529,5.32,2.628,42.9,1.361,3.454,0.773,10.617,0.975,1.122,1.3,2.428,0.001,0.0,1.204,3.792,1.904,8.475,1
530,4.0,2.8657,20.0,0.0,3.134,0.811,8.318,1.148,1.132,1.376,1.732,-0.636,0.0,1.0,4.118,3.417,8.732,1
531,3.414,2.1303,25.0,0.0,4.047,1.0,7.408,1.014,1.116,1.5,1.618,-0.501,0.0,1.707,6.901,2.125,12.252,1
532,4.303,3.0128,27.3,0.0,3.295,1.459,8.815,1.046,1.136,1.28,1.932,-0.226,0.0,1.745,3.819,2.778,8.704,1
533,4.517,2.7655,40.0,0.0,3.073,1.409,9.391,0.976,1.129,1.264,2.149,-0.024,0.0,2.036,3.562,1.963,7.899,1
534,5.461,2.7306,29.4,0.0,3.271,1.124,10.724,0.972,1.151,1.2,2.412,0.003,0.0,1.306,3.487,1.986,7.935,1
535,5.018,2.6755,50.0,-1.992,3.746,1.125,10.568,1.035,1.104,1.254,2.396,0.0,21.451,2.158,3.919,3.0,8.915,1
536,4.802,2.6956,43.8,0.682,3.385,0.664,10.012,1.003,1.109,1.351,2.364,-0.007,0.0,1.146,3.945,2.167,8.71,1
537,5.014,2.6689,57.1,0.0,3.647,0.0,10.384,0.981,1.075,1.419,2.469,-0.001,0.0,1.305,4.345,1.885,9.171,1
538,4.303,3.3609,30.0,0.0,2.965,0.862,9.067,1.016,1.133,1.35,2.115,0.139,0.0,0.956,4.123,2.417,8.563,1
539,5.697,2.6497,41.4,-1.903,3.768,0.972,10.864,1.021,1.128,1.235,2.511,0.0,35.007,1.861,3.82,2.789,8.806,1
540,5.359,4.2584,32.0,0.0,3.51,1.842,10.987,0.96,1.141,1.256,2.314,-0.001,0.0,3.775,3.423,1.724,8.212,1
541,5.0,3.1241,25.0,0.0,2.388,0.722,9.657,0.97,1.161,1.176,2.0,0.325,0.0,0.8,3.224,2.25,7.03,1
542,4.214,2.904,22.2,0.0,2.565,1.459,8.755,0.979,1.171,1.143,1.902,-0.213,0.0,2.052,3.07,2.167,6.918,1
543,3.802,2.6771,20.0,0.0,2.715,1.95,8.394,0.986,1.179,1.083,1.848,0.131,0.0,2.885,2.937,2.357,6.869,1
544,3.902,2.906,21.4,0.0,3.063,2.322,8.881,0.985,1.175,1.104,1.919,-0.024,0.0,4.086,2.995,2.2,7.275,1
545,5.086,3.6943,25.0,0.0,2.62,0.918,9.771,1.005,1.156,1.104,2.074,-0.23,0.0,1.372,3.31,2.792,7.266,1
546,3.802,2.7037,21.1,0.0,2.734,1.95,8.394,0.997,1.173,1.071,1.848,0.136,0.0,2.885,2.946,2.643,6.907,1
547,3.973,2.8789,31.6,0.0,3.744,3.301,9.649,0.963,1.137,1.238,1.975,0.0,0.0,7.718,3.349,1.617,8.202,1
548,4.214,4.0251,20.0,-0.197,2.752,1.459,8.755,1.041,1.199,1.171,1.902,-0.277,0.0,2.052,3.496,3.528,7.753,1
549,4.5,3.9147,31.3,0.0,4.566,3.777,10.56,0.963,1.133,1.271,2.121,0.0,0.0,7.395,4.527,1.552,9.639,1
550,5.259,4.7145,23.1,0.0,3.375,1.868,10.091,1.014,1.149,1.165,2.236,0.015,11.347,1.836,4.415,2.619,9.008,1
551,5.236,4.6932,17.6,0.0,3.144,1.406,9.967,1.041,1.155,1.136,2.189,-0.09,10.653,1.309,4.421,3.038,8.962,1
552,5.271,5.431,30.0,0.0,4.187,2.826,10.853,0.978,1.142,1.194,2.298,0.0,13.429,3.847,4.416,1.959,9.317,1
553,5.262,3.6865,30.5,0.0,3.88,2.733,10.387,0.962,1.135,1.299,2.257,0.0,0.0,3.441,4.278,1.665,9.024,1
554,4.807,3.2576,36.8,0.0,3.099,0.881,9.833,0.986,1.14,1.254,2.246,-0.025,0.0,1.06,3.709,2.333,8.111,1
555,4.807,3.2147,40.0,0.0,3.087,0.881,9.833,0.976,1.129,1.288,2.246,-0.024,0.0,1.06,3.704,2.111,8.099,1
556,4.83,2.1379,41.5,0.0,3.819,1.039,10.623,0.977,1.126,1.287,2.311,0.0,0.0,3.774,3.718,1.904,8.803,1
557,4.882,3.2197,39.1,-0.89,3.399,1.258,10.136,1.008,1.13,1.221,2.288,0.004,10.557,2.011,3.733,2.667,8.409,1
558,5.201,3.8748,40.0,-3.157,3.707,1.254,10.498,1.092,1.129,1.174,2.404,-0.001,42.199,1.609,3.94,3.756,8.937,1
559,5.489,1.8973,37.8,-2.385,5.293,0.927,12.609,0.988,1.129,1.236,2.467,0.0,56.39,5.365,3.897,2.266,10.292,1
560,5.375,3.6618,33.3,0.0,3.564,1.124,10.524,1.033,1.129,1.235,2.368,0.004,21.363,1.671,4.74,3.16,9.542,1
561,5.385,3.7456,33.3,0.0,3.745,1.084,10.644,1.048,1.126,1.258,2.396,-0.002,21.468,1.693,4.742,3.207,9.697,1
562,5.511,2.6317,44.4,0.0,3.884,0.732,10.806,1.03,1.105,1.275,2.42,0.0,24.186,2.731,4.737,2.917,9.671,1
563,5.016,2.2586,37.5,-0.589,3.389,0.799,10.366,1.012,1.13,1.195,2.441,-0.002,22.204,1.197,3.686,2.611,8.289,1
564,4.694,1.7937,32.5,0.902,3.673,0.5,10.219,0.975,1.137,1.228,2.236,0.0,0.0,3.872,3.856,1.75,8.614,1
565,5.665,1.9758,51.4,0.0,4.052,0.432,10.89,0.976,1.085,1.424,2.49,0.0,0.0,1.839,4.433,1.99,9.487,1
