,CYCLOMATIC_DENSITY,DESIGN_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
517,0.12,0.25,25.26,51.45,66858.35,0.43,0.02,3714.35,1299.55,0.5,0.07,37.62,False
518,0.21,0.5,30.78,13.5,5608.87,0.14,0.07,311.6,415.47,0.75,0.05,54.55,False
519,0.1,1.0,22.5,8.36,1571.14,0.06,0.12,87.29,188.0,1.0,0.06,0.0,False
520,0.5,0.44,17.48,32.31,18244.42,0.19,0.03,1013.58,564.71,1.0,0.43,5.26,False
521,0.08,1.0,49.84,4.47,996.88,0.07,0.22,55.38,222.91,1.0,0.02,63.64,False
522,0.25,0.5,36.04,49.78,89317.82,0.6,0.02,4962.1,1794.21,0.31,0.15,19.48,False
523,0.22,0.5,13.68,9.63,1267.48,0.04,0.1,70.42,131.69,0.5,0.11,18.18,False
524,0.5,0.75,14.43,13.0,2437.9,0.06,0.08,135.44,187.53,0.25,0.27,0.0,False
525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.13,0.0,False
526,0.18,0.5,12.36,20.3,5094.23,0.08,0.05,283.01,250.95,0.5,0.11,0.0,False
527,0.27,0.42,50.06,26.9,36231.7,0.45,0.04,2012.87,1346.79,0.08,0.23,8.7,False
528,0.27,0.5,15.91,13.65,2963.84,0.07,0.07,164.66,217.13,0.25,0.17,13.33,False
529,0.33,1.0,8.72,4.0,139.48,0.01,0.25,7.75,34.87,1.0,0.1,40.0,False
530,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,False
531,0.21,0.83,37.83,11.63,5117.89,0.15,0.09,284.33,440.0,0.17,0.11,39.13,False
532,0.14,0.5,51.72,17.7,16202.08,0.31,0.06,900.12,915.37,0.17,0.08,30.19,True
533,0.15,0.5,16.75,23.0,8858.36,0.13,0.04,492.13,385.15,0.5,0.12,0.0,False
534,0.39,0.57,32.59,13.12,5614.09,0.14,0.08,311.89,427.74,0.14,0.27,0.0,False
535,0.4,0.75,18.8,11.0,2275.01,0.07,0.09,126.39,206.82,0.75,0.33,0.0,False
536,0.24,0.29,28.86,15.75,7159.08,0.15,0.06,397.73,454.54,0.43,0.15,15.63,False
537,0.16,0.67,18.18,20.68,7775.68,0.13,0.05,431.98,375.97,0.33,0.09,13.64,False
538,0.04,1.0,29.78,92.08,252543.19,0.91,0.01,14030.18,2742.55,0.5,0.04,0.0,False
539,0.22,0.8,19.11,23.43,10491.03,0.15,0.04,582.83,447.7,0.6,0.14,17.86,False
540,0.25,1.0,18.89,5.63,597.79,0.04,0.18,33.21,106.27,0.5,0.15,0.0,False
541,0.17,0.5,15.49,22.5,7840.29,0.12,0.04,435.57,348.46,0.5,0.11,7.69,False
542,0.17,0.5,23.89,23.0,12637.26,0.18,0.04,702.07,549.45,0.25,0.09,28.13,True
543,0.22,1.0,24.09,12.75,3916.29,0.1,0.08,217.57,307.16,0.25,0.08,42.86,False
544,0.5,0.6,12.2,18.0,3953.09,0.07,0.06,219.62,219.62,0.6,0.29,16.67,False
545,0.6,0.33,13.11,4.8,301.96,0.02,0.21,16.78,62.91,1.0,0.5,0.0,False
546,0.07,0.5,45.76,22.9,24004.59,0.35,0.04,1333.59,1048.02,0.5,0.05,6.67,False
547,0.18,0.53,25.02,66.18,109551.27,0.55,0.02,6086.18,1655.44,0.47,0.1,21.21,False
548,0.23,0.63,30.56,55.32,93527.72,0.56,0.02,5195.98,1690.56,0.21,0.15,7.87,False
549,0.17,0.25,21.19,14.3,4333.9,0.1,0.07,240.77,303.07,0.25,0.08,32.25,False
550,0.5,1.0,8.15,3.5,99.85,0.01,0.29,5.55,28.53,1.0,0.2,0.0,False
551,0.28,0.6,15.62,25.83,10423.15,0.13,0.04,579.06,403.48,0.6,0.16,11.11,False
552,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.0,0.2,0.0,False
553,0.22,0.7,44.3,18.86,15752.04,0.28,0.05,875.11,835.34,0.7,0.12,30.36,False
554,0.18,1.0,33.91,8.29,2327.82,0.09,0.12,129.32,280.94,0.33,0.14,0.0,False
555,0.06,1.0,19.12,16.89,5453.58,0.11,0.06,302.98,322.91,1.0,0.03,21.05,False
556,0.13,0.5,15.71,19.38,5897.84,0.1,0.05,327.66,304.4,0.5,0.1,0.0,False
557,0.33,0.5,13.83,11.25,1750.38,0.05,0.09,97.24,155.59,0.5,0.2,0.0,False
558,0.27,0.33,20.17,30.46,18713.14,0.2,0.03,1039.61,614.32,0.11,0.2,23.68,True
559,0.25,1.0,27.07,18.67,9430.96,0.17,0.05,523.94,505.23,0.17,0.12,50.0,False
560,0.33,1.0,10.8,2.5,67.5,0.01,0.4,3.75,27.0,1.0,0.2,0.0,False
561,0.1,1.0,22.45,4.29,412.33,0.03,0.23,22.91,96.21,1.0,0.05,16.67,False
562,0.5,0.9,29.14,20.35,12066.79,0.2,0.05,670.38,592.96,0.1,0.32,16.67,False
563,0.13,1.0,5.12,21.67,2405.29,0.04,0.05,133.63,111.01,1.0,0.08,0.0,False
564,0.43,0.9,19.68,29.22,16802.56,0.19,0.03,933.48,575.06,0.1,0.4,0.0,False
565,0.15,1.0,37.27,5.54,1143.35,0.07,0.18,63.52,206.44,0.5,0.1,0.0,False
566,0.13,0.4,16.9,44.55,33544.41,0.25,0.02,1863.58,753.04,0.2,0.08,36.0,True
567,0.43,0.33,11.62,9.75,1104.67,0.04,0.1,61.37,113.3,0.33,0.33,0.0,False
568,0.2,0.22,21.71,36.56,29017.62,0.26,0.03,1612.09,793.64,0.78,0.16,28.26,True
569,0.07,1.0,23.11,13.5,4212.0,0.1,0.07,234.0,312.0,1.0,0.04,30.0,False
570,0.5,1.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.14,33.33,False
571,0.25,1.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.2,0.0,False
572,0.41,0.14,11.6,31.21,11297.51,0.12,0.03,627.64,361.93,0.14,0.3,41.18,False
573,0.18,1.0,25.93,6.0,933.54,0.05,0.17,51.86,155.59,0.5,0.05,59.26,False
574,0.19,0.6,20.13,28.77,16657.75,0.19,0.03,925.43,579.01,0.8,0.11,25.0,False
575,0.5,0.67,17.34,8.25,1180.25,0.05,0.12,65.57,143.06,0.33,0.23,0.0,False
576,0.2,1.0,6.79,8.0,434.27,0.02,0.13,24.13,54.28,1.0,0.13,0.0,False
577,0.5,0.33,12.26,11.0,1483.75,0.04,0.09,82.43,134.89,0.33,0.13,64.29,False
578,0.25,0.2,13.81,24.89,8552.95,0.11,0.04,475.16,343.65,0.8,0.15,4.76,False
579,0.17,1.0,22.59,2.86,184.37,0.02,0.35,10.24,64.53,1.0,0.14,0.0,False
580,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,0.0,False
581,0.22,1.0,16.35,6.75,744.94,0.04,0.15,41.39,110.36,0.5,0.17,0.0,False
582,0.33,1.0,11.58,2.67,82.35,0.01,0.38,4.57,30.88,1.0,0.2,0.0,False
583,0.3,0.67,16.55,10.11,1692.31,0.06,0.1,94.02,167.37,1.0,0.1,52.94,False
584,0.18,0.5,18.61,23.33,10132.78,0.14,0.04,562.93,434.26,0.25,0.13,12.0,False
585,0.14,1.0,9.38,17.33,2818.28,0.05,0.06,156.57,162.59,1.0,0.11,0.0,False
586,0.2,1.0,34.4,4.0,550.43,0.05,0.25,30.58,137.61,0.5,0.13,0.0,False
587,0.38,0.67,8.65,15.6,2104.23,0.04,0.06,116.9,134.89,1.0,0.3,0.0,False
588,0.17,0.5,42.24,23.1,22537.68,0.33,0.04,1252.09,975.66,0.1,0.13,3.33,False
589,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
590,0.08,1.0,26.21,13.64,4873.11,0.12,0.07,270.73,357.36,1.0,0.02,43.48,False
591,0.21,0.25,29.55,81.12,194483.67,0.8,0.01,10804.65,2397.48,0.19,0.11,37.14,False
592,0.5,0.83,14.03,23.1,7484.4,0.11,0.04,415.8,324.0,0.17,0.32,0.0,False
593,0.4,0.5,6.77,9.0,548.5,0.02,0.11,30.47,60.94,0.5,0.25,0.0,False
594,0.5,1.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.25,0.0,False
595,0.18,1.0,18.29,7.0,896.0,0.04,0.14,49.78,128.0,0.5,0.15,0.0,False
596,0.17,0.26,41.46,58.45,141635.44,0.81,0.02,7868.64,2423.36,0.58,0.08,45.91,False
597,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.29,0.0,False
598,0.14,1.0,30.11,9.1,2493.57,0.09,0.11,138.53,274.02,0.5,0.07,30.0,False
599,0.24,0.25,15.86,20.63,6746.24,0.11,0.05,374.79,327.09,0.25,0.2,0.0,False
600,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
601,0.09,0.5,79.68,11.59,10705.07,0.31,0.09,594.73,923.57,0.25,0.03,68.83,True
602,0.29,1.0,16.37,6.87,774.04,0.04,0.15,43.0,112.59,0.5,0.2,14.29,False
603,0.23,0.43,23.94,40.18,38646.97,0.32,0.02,2147.05,961.88,0.14,0.13,30.77,False
604,0.1,0.5,22.1,19.17,8119.88,0.14,0.05,451.1,423.65,0.5,0.05,16.0,False
605,0.22,0.5,15.61,9.17,1311.39,0.05,0.11,72.86,143.06,0.5,0.1,30.77,False
606,0.25,1.0,8.23,3.75,115.8,0.01,0.27,6.43,30.88,1.0,0.17,0.0,False
607,0.47,0.43,22.0,22.11,10748.84,0.16,0.05,597.16,486.26,0.14,0.39,6.25,False
608,0.16,1.0,38.39,13.65,7152.72,0.17,0.07,397.37,524.01,0.2,0.12,3.13,False
609,0.45,0.4,18.96,10.11,1938.86,0.06,0.1,107.71,191.76,1.0,0.31,0.0,False
610,0.5,0.75,20.0,10.21,2087.05,0.07,0.1,115.95,204.33,0.25,0.27,0.0,False
611,0.25,1.0,17.09,4.57,357.2,0.03,0.22,19.84,78.14,0.5,0.15,0.0,False
612,0.25,1.0,21.86,14.0,4284.74,0.1,0.07,238.04,306.05,0.33,0.21,0.0,False
613,0.23,1.0,18.07,10.45,1973.69,0.06,0.1,109.65,188.87,0.33,0.19,7.14,False
614,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,False
615,0.07,1.0,16.51,16.67,4584.96,0.09,0.06,254.72,275.1,1.0,0.05,26.67,False
616,0.33,1.0,8.98,2.5,56.15,0.01,0.4,3.12,22.46,1.0,0.14,0.0,False
617,0.4,0.75,14.59,15.89,3684.48,0.08,0.06,204.69,231.89,1.0,0.31,0.0,False
618,0.23,0.8,25.65,19.5,9755.09,0.17,0.05,541.95,500.26,0.8,0.08,65.31,False
619,0.15,1.0,27.52,17.41,8344.02,0.16,0.06,463.56,479.22,0.2,0.11,8.1,False
620,0.33,1.0,9.0,3.0,81.0,0.01,0.33,4.5,27.0,1.0,0.13,60.0,True
621,0.15,0.5,17.57,64.29,72605.36,0.38,0.02,4033.63,1129.42,0.17,0.08,35.09,False
622,0.02,0.67,201.95,50.69,518878.57,3.41,0.02,28826.59,10236.58,0.33,0.01,2.0,True
623,0.36,0.75,22.04,14.5,4634.63,0.11,0.07,257.48,319.63,1.0,0.21,21.43,False
624,0.17,1.0,15.86,3.5,194.27,0.02,0.29,10.79,55.51,1.0,0.13,0.0,False
625,0.13,1.0,12.08,11.0,1461.18,0.04,0.09,81.18,132.83,1.0,0.09,0.0,False
626,0.18,0.5,18.78,13.33,3338.16,0.08,0.08,185.45,250.36,0.5,0.04,71.79,False
627,0.19,0.67,32.92,10.73,3787.08,0.12,0.09,210.39,353.11,0.33,0.08,31.82,False
628,0.13,1.0,25.9,5.14,685.11,0.04,0.19,38.06,133.22,1.0,0.08,77.78,False
629,0.2,1.0,13.96,6.0,502.57,0.03,0.17,27.92,83.76,1.0,0.11,60.0,False
630,0.14,0.67,22.1,30.64,20753.19,0.23,0.03,1152.95,677.26,1.0,0.12,4.55,False
631,0.29,1.0,20.79,7.5,1169.17,0.05,0.13,64.95,155.89,0.5,0.2,0.0,False
632,0.3,0.67,16.55,10.11,1692.31,0.06,0.1,94.02,167.37,1.0,0.1,52.94,False
633,0.5,1.0,17.43,2.0,69.74,0.01,0.5,3.87,34.87,1.0,0.2,0.0,False
634,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.0,0.2,0.0,False
635,0.15,1.0,23.42,21.94,11272.23,0.17,0.05,626.23,513.83,0.25,0.09,18.75,False
636,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.22,0.0,False
637,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.25,0.0,False
638,0.2,0.33,28.29,26.03,19171.54,0.25,0.04,1065.09,736.48,1.0,0.18,0.0,False
639,0.4,0.5,20.28,16.29,5381.83,0.11,0.06,298.99,330.34,0.75,0.21,9.09,False
640,0.22,0.5,12.69,7.58,729.6,0.03,0.13,40.53,96.21,0.5,0.1,11.11,False
641,0.17,0.33,20.8,13.72,3916.37,0.1,0.07,217.58,285.4,1.0,0.11,10.53,False
642,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.3,0.0,False
643,0.21,0.83,25.22,24.0,14527.86,0.2,0.04,807.1,605.33,0.17,0.13,24.24,False
644,0.11,1.0,16.8,6.67,746.67,0.04,0.15,41.48,112.0,1.0,0.06,20.0,False
645,0.1,0.25,42.54,15.53,10260.06,0.22,0.06,570.0,660.69,0.25,0.08,52.38,True
646,0.45,0.92,42.71,21.6,19924.88,0.31,0.05,1106.94,922.45,0.08,0.33,3.45,False
647,0.13,0.88,32.84,38.14,47779.28,0.42,0.03,2654.4,1252.64,0.5,0.08,28.38,False
648,0.42,0.09,27.51,19.44,10402.78,0.18,0.05,577.93,535.0,0.36,0.24,25.71,False
649,0.22,0.31,39.65,70.65,197911.74,0.93,0.01,10995.1,2801.15,0.06,0.2,14.86,False
650,0.28,1.0,91.37,13.05,15561.2,0.4,0.08,864.51,1192.43,0.85,0.21,26.32,False
651,0.38,0.33,13.87,8.25,944.2,0.04,0.12,52.46,114.45,0.33,0.2,11.11,False
652,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
653,0.15,0.47,23.98,98.43,232360.35,0.79,0.01,12908.91,2360.7,0.2,0.1,32.79,True
654,0.27,0.75,21.94,10.5,2418.38,0.08,0.1,134.35,230.32,0.25,0.17,11.76,False
655,0.4,0.5,7.92,6.0,285.29,0.02,0.17,15.85,47.55,0.5,0.25,0.0,False
656,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
657,0.33,1.0,8.98,2.5,56.15,0.01,0.4,3.12,22.46,1.0,0.14,0.0,False
658,0.16,0.67,86.67,27.58,65929.86,0.8,0.04,3662.77,2390.44,0.11,0.11,28.79,False
659,0.25,1.0,20.23,4.44,399.66,0.03,0.23,22.2,89.92,0.5,0.11,11.11,False
660,0.27,0.67,21.43,4.38,410.22,0.03,0.23,22.79,93.77,0.33,0.12,55.0,False
661,0.2,0.5,22.66,10.31,2409.37,0.08,0.1,133.85,233.64,0.5,0.11,18.18,True
662,0.14,0.5,18.81,17.05,5466.9,0.11,0.06,303.72,320.64,0.5,0.06,22.22,False
663,0.17,1.0,25.79,5.0,644.64,0.04,0.2,35.81,128.93,0.5,0.08,26.67,False
664,0.13,1.0,41.94,16.02,10767.58,0.22,0.06,598.2,672.02,0.17,0.1,10.42,False
665,0.36,0.75,18.18,11.92,2581.57,0.07,0.08,143.42,216.64,0.25,0.24,0.0,False
666,0.07,1.0,33.1,8.73,2520.95,0.1,0.11,140.05,288.86,1.0,0.05,0.0,False
667,0.5,1.0,11.86,3.5,145.3,0.01,0.29,8.07,41.51,1.0,0.2,0.0,False
668,0.12,1.0,34.17,20.57,14460.86,0.23,0.05,803.38,702.96,0.2,0.06,42.19,False
669,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
670,0.23,0.6,25.42,17.34,7647.27,0.15,0.06,424.85,440.92,0.2,0.13,15.38,False
671,0.44,1.0,26.93,4.8,620.48,0.04,0.21,34.47,129.27,1.0,0.36,22.22,False
672,0.29,0.5,11.44,10.71,1313.83,0.04,0.09,72.99,122.62,0.5,0.17,0.0,False
673,0.4,0.65,45.25,61.67,172104.21,0.93,0.02,9561.34,2790.72,0.44,0.34,5.62,False
674,0.37,0.3,54.16,34.14,63133.21,0.62,0.03,3507.4,1849.21,0.83,0.18,50.46,False
675,0.1,1.0,21.06,8.36,1470.86,0.06,0.12,81.71,176.0,1.0,0.06,0.0,False
676,0.4,1.0,10.68,4.67,232.53,0.02,0.21,12.92,49.83,0.5,0.29,0.0,False
677,0.36,0.6,25.3,10.56,2822.18,0.09,0.09,156.79,267.19,0.6,0.29,6.67,False
678,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
679,0.04,1.0,22.57,32.79,24261.43,0.25,0.03,1347.86,740.0,1.0,0.03,0.0,False
680,0.14,0.5,16.16,12.14,2382.41,0.07,0.08,132.36,196.2,0.5,0.04,68.18,False
681,0.4,0.5,18.39,9.17,1545.09,0.06,0.11,85.84,168.56,1.0,0.27,30.0,True
682,0.1,1.0,28.0,17.0,8091.46,0.16,0.06,449.53,475.97,0.5,0.06,12.5,False
683,0.25,1.0,26.42,6.77,1210.43,0.06,0.15,67.25,178.81,0.33,0.17,7.69,False
684,0.06,1.0,17.75,22.79,9216.43,0.13,0.04,512.02,404.48,1.0,0.05,0.0,False
685,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
686,0.17,0.5,15.69,10.29,1660.33,0.05,0.1,92.24,161.42,0.5,0.07,68.75,True
687,0.21,0.33,26.68,10.56,2976.12,0.09,0.09,165.34,281.76,0.33,0.07,57.58,False
688,0.14,1.0,30.1,21.5,13912.18,0.22,0.05,772.9,647.08,0.2,0.06,49.06,False
689,0.25,1.0,11.58,2.67,82.35,0.01,0.38,4.57,30.88,1.0,0.11,25.0,True
690,0.09,0.33,17.32,73.18,92777.91,0.42,0.01,5154.33,1267.77,0.33,0.05,25.58,True
691,0.17,1.0,14.51,4.2,255.97,0.02,0.24,14.22,60.94,1.0,0.08,28.57,False
692,0.12,1.0,22.93,9.27,1971.45,0.07,0.11,109.53,212.61,0.5,0.06,10.53,False
693,0.21,0.13,27.2,53.67,78353.33,0.49,0.02,4352.96,1460.0,1.0,0.16,24.39,False
694,0.13,0.5,27.64,7.69,1635.44,0.07,0.13,90.86,212.61,0.5,0.1,0.0,False
695,0.15,1.0,18.36,10.2,1910.42,0.06,0.1,106.13,187.3,0.5,0.05,60.0,False
696,0.33,0.5,17.71,23.0,9367.25,0.14,0.04,520.4,407.27,0.75,0.19,20.0,False
697,1.0,0.14,23.57,7.11,1191.72,0.06,0.14,66.21,167.59,1.0,0.88,0.0,False
698,0.23,0.2,33.22,65.26,141466.74,0.72,0.02,7859.26,2167.71,0.53,0.15,17.11,False
699,0.5,0.8,19.98,13.36,3564.69,0.09,0.07,198.04,266.88,0.2,0.26,0.0,False
700,0.27,1.0,21.38,9.5,1929.74,0.07,0.11,107.21,203.13,0.25,0.1,50.0,False
701,0.5,0.8,20.87,12.14,3077.28,0.08,0.08,170.96,253.42,0.2,0.29,0.0,False
702,0.22,1.0,11.35,10.08,1154.03,0.04,0.1,64.11,114.45,0.5,0.13,20.0,False
703,0.16,0.25,25.55,25.31,16365.59,0.22,0.04,909.2,646.66,0.25,0.09,69.7,True
704,0.15,0.33,20.53,12.14,3027.64,0.08,0.08,168.2,249.34,0.33,0.11,18.18,True
705,0.1,1.0,44.27,4.62,943.04,0.07,0.22,52.39,204.33,1.0,0.08,0.0,False
706,1.0,0.5,13.29,3.0,119.59,0.01,0.33,6.64,39.86,0.5,2.0,0.0,False
707,0.27,1.0,14.48,12.83,2384.98,0.06,0.08,132.5,185.84,0.33,0.16,0.0,False
708,0.33,1.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.17,0.0,False
709,0.2,1.0,18.91,5.5,572.0,0.03,0.18,31.78,104.0,1.0,0.05,64.29,False
710,0.15,0.45,38.68,42.21,68900.96,0.54,0.02,3827.83,1632.46,0.45,0.09,37.61,False
711,0.45,0.2,9.46,15.3,2213.6,0.05,0.07,122.98,144.68,1.0,0.38,0.0,False
712,0.21,0.53,50.64,50.0,126600.0,0.84,0.02,7033.33,2532.0,0.68,0.13,24.32,False
713,0.22,0.5,18.21,11.67,2477.96,0.07,0.09,137.66,212.4,0.5,0.15,0.0,False
714,0.1,1.0,16.71,33.75,19031.2,0.19,0.03,1057.29,563.89,1.0,0.07,0.0,False
715,0.47,0.43,29.5,19.83,11602.5,0.2,0.05,644.58,585.0,0.14,0.21,35.0,False
716,0.21,1.0,53.9,42.21,96014.07,0.76,0.02,5334.11,2274.9,0.32,0.17,5.69,False
717,0.14,1.0,9.86,12.0,1419.65,0.04,0.08,78.87,118.3,1.0,0.09,0.0,False
718,0.5,0.2,18.06,8.94,1442.7,0.05,0.11,80.15,161.42,1.0,0.33,20.0,True
719,0.09,1.0,21.27,10.0,2126.66,0.07,0.1,118.15,212.67,1.0,0.06,0.0,False
720,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
721,0.04,0.33,44.68,37.34,62299.43,0.56,0.03,3461.08,1668.34,0.33,0.04,7.25,True
722,0.14,0.33,30.36,13.0,5130.52,0.13,0.08,285.03,394.66,1.0,0.09,8.33,False
723,0.11,1.0,34.0,8.25,2314.44,0.09,0.12,128.58,280.54,0.5,0.07,30.0,False
724,0.5,0.5,16.07,4.5,325.53,0.02,0.22,18.08,72.34,0.5,0.18,0.0,False
725,0.23,0.43,19.62,44.8,39374.15,0.29,0.02,2187.45,878.89,0.86,0.12,34.21,False
726,0.5,0.2,7.1,19.25,2632.27,0.05,0.05,146.24,136.74,0.8,0.36,0.0,False
727,0.21,1.0,35.89,25.54,23410.95,0.31,0.04,1300.61,916.69,0.13,0.17,7.14,False
728,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
729,0.2,0.5,15.16,15.0,3411.47,0.08,0.07,189.53,227.43,0.5,0.13,10.0,True
730,0.08,1.0,76.14,13.84,14581.44,0.35,0.07,810.08,1053.67,0.33,0.06,10.53,False
731,0.33,0.5,9.79,14.3,2002.0,0.05,0.07,111.22,140.0,0.5,0.25,0.0,False
732,0.13,0.25,51.31,17.5,15713.29,0.3,0.06,872.96,897.9,0.25,0.07,27.91,True
733,0.36,0.13,20.24,28.5,16441.15,0.19,0.04,913.4,576.88,0.38,0.29,0.0,False
734,0.22,0.83,21.63,27.75,16653.5,0.2,0.04,925.19,600.13,0.17,0.15,16.12,False
735,0.25,1.0,20.61,6.5,870.87,0.04,0.15,48.38,133.98,0.5,0.18,12.5,False
736,0.29,0.5,9.82,11.0,1188.0,0.04,0.09,66.0,108.0,0.5,0.11,56.25,False
737,0.27,1.0,17.11,11.67,2329.28,0.07,0.09,129.4,199.65,0.33,0.21,0.0,False
738,0.21,0.25,10.95,15.79,2728.99,0.06,0.06,151.61,172.88,0.25,0.14,18.18,True
739,0.21,0.5,29.42,20.92,12878.64,0.21,0.05,715.48,615.58,0.17,0.13,24.24,False
740,0.5,1.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
741,0.6,0.33,13.11,4.8,301.96,0.02,0.21,16.78,62.91,1.0,0.5,0.0,False
742,0.43,0.92,23.38,30.33,21507.84,0.24,0.03,1194.88,709.05,0.83,0.3,3.45,False
743,0.09,1.0,102.56,11.0,12409.79,0.38,0.09,689.43,1128.16,0.5,0.06,73.08,True
744,0.73,0.16,25.72,48.63,60821.24,0.42,0.02,3378.96,1250.65,0.89,0.61,0.0,False
745,0.32,1.0,34.83,15.79,8682.88,0.18,0.06,482.38,549.92,0.57,0.25,8.33,False
746,0.16,0.5,38.85,47.92,89204.84,0.62,0.02,4955.82,1861.67,0.6,0.09,27.16,False
747,0.43,0.67,14.31,7.14,729.9,0.03,0.14,40.55,102.19,1.0,0.33,0.0,False
748,0.12,1.0,31.97,26.1,21778.37,0.28,0.04,1209.91,834.42,0.25,0.06,15.38,False
749,0.25,1.0,9.34,6.67,415.13,0.02,0.15,23.06,62.27,1.0,0.17,0.0,False
750,0.5,0.4,14.76,15.94,3748.9,0.08,0.06,208.27,235.23,1.0,0.25,0.0,False
751,0.25,0.67,26.34,18.81,9323.4,0.17,0.05,517.97,495.6,0.67,0.19,11.11,False
752,0.25,1.0,20.45,10.23,2140.43,0.07,0.1,118.91,209.22,0.5,0.18,0.0,False
753,0.38,0.63,37.9,41.66,65784.09,0.53,0.02,3654.67,1579.02,0.58,0.35,8.0,False
754,0.07,1.0,29.54,9.6,2722.13,0.09,0.1,151.23,283.55,1.0,0.05,0.0,False
755,0.17,0.5,44.04,7.43,2427.8,0.11,0.13,134.88,326.98,0.5,0.1,20.0,False
756,0.31,0.29,67.49,20.98,29713.51,0.47,0.05,1650.75,1416.11,0.64,0.07,16.67,False
757,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
758,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.0,False
759,0.25,1.0,23.44,4.0,375.06,0.03,0.25,20.84,93.77,1.0,0.09,20.0,False
760,0.33,0.5,10.98,24.0,6324.94,0.09,0.04,351.39,263.54,0.25,0.17,33.33,False
761,0.13,1.0,31.34,8.8,2426.89,0.09,0.11,134.83,275.78,0.5,0.07,31.82,False
762,0.03,1.0,132.54,12.21,19761.56,0.54,0.08,1097.86,1618.4,1.0,0.02,15.0,False
763,0.43,0.78,18.28,23.38,9996.98,0.14,0.04,555.39,427.5,0.44,0.2,14.29,False
764,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.55,0.0,False
765,0.15,0.33,30.0,45.18,61231.14,0.45,0.02,3401.73,1355.38,0.33,0.1,14.29,False
766,0.13,0.67,22.16,14.38,4579.55,0.11,0.07,254.42,318.58,0.33,0.1,79.17,False
767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
768,0.22,0.5,7.33,16.0,1875.31,0.04,0.06,104.18,117.21,0.5,0.18,0.0,False
769,0.12,0.75,52.95,17.71,16602.83,0.31,0.06,922.38,937.57,0.75,0.08,25.64,False
770,0.31,0.25,14.41,10.5,1588.31,0.05,0.1,88.24,151.27,1.0,0.15,31.58,False
771,0.12,0.8,46.59,20.85,20251.07,0.32,0.05,1125.06,971.34,0.2,0.07,10.87,False
772,0.57,0.25,7.73,15.0,1740.0,0.04,0.07,96.67,116.0,0.75,0.4,0.0,False
773,0.07,1.0,63.53,40.0,101649.86,0.85,0.02,5647.21,2541.25,0.25,0.04,35.37,False
774,0.15,0.33,37.98,10.17,3931.9,0.13,0.1,218.44,386.43,0.33,0.06,52.5,False
775,0.3,1.0,42.11,17.41,12765.08,0.24,0.06,709.17,733.17,0.08,0.16,8.51,False
776,0.2,0.67,12.24,14.57,2599.73,0.06,0.07,144.43,178.41,0.33,0.12,17.65,True
